Rank_Jul-2024,Rank_Jun-2024,Rank_Jul-2023,DBMS,Database Model,Score_Jul-2024,Score_Jun-2024,Score_Jul-2023,DBMS_insitelink,Multi_model_info
204.,207.,213.,TDSQL for MySQL,"Relational, Multi-model",0.84,-0.01,-0.29,https://db-engines.com/en/system/TDSQL+for+MySQL,"Relational DBMS,Document store,Spatial DBMS"
205.,203.,208.,Vitess,"Relational, Multi-model",0.83,-0.04,-0.38,https://db-engines.com/en/system/Vitess,"Relational DBMS,Document store,Spatial DBMS"
206.,211.,192.,Model 204,Multivalue,0.83,-0.01,-0.55,https://db-engines.com/en/system/Model+204,
207.,196.,227.,Yellowbrick,Relational,0.82,-0.14,-0.15,https://db-engines.com/en/system/Yellowbrick,
208.,205.,221.,GeoMesa,Spatial,0.80,-0.06,-0.22,https://db-engines.com/en/system/GeoMesa,
209.,208.,225.,BigchainDB,Document,0.79,-0.05,-0.19,https://db-engines.com/en/system/BigchainDB,
210.,194.,188.,Northgate Reality,Multivalue,0.79,-0.19,-0.60,https://db-engines.com/en/system/Northgate+Reality,
211.,209.,251.,Alibaba Cloud MaxCompute,Relational,0.78,-0.07,-0.01,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,
212.,217.,232.,Datacom/DB,Relational,0.78,+0.01,-0.13,https://db-engines.com/en/system/Datacom%2FDB,
213.,221.,223.,SciDB,Multivalue,0.77,+0.02,-0.23,https://db-engines.com/en/system/SciDB,
214.,218.,191.,Actian Vector,Relational,0.77,+0.01,-0.61,https://db-engines.com/en/system/Actian+Vector,
215.,235.,298.,Alibaba Cloud PolarDB,Relational,0.76,+0.10,+0.29,https://db-engines.com/en/system/Alibaba+Cloud+PolarDB,
216.,215.,229.,BoltDB,Key-value,0.76,-0.04,-0.18,https://db-engines.com/en/system/BoltDB,
217.,223.,198.,Xapian,Search engine,0.75,+0.01,-0.56,https://db-engines.com/en/system/Xapian,
218.,198.,219.,StarRocks,Relational,0.75,-0.18,-0.28,https://db-engines.com/en/system/StarRocks,
219.,216.,216.,eXist-db,Native XML,0.75,-0.03,-0.35,https://db-engines.com/en/system/eXist-db,
220.,220.,287.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.73,-0.02,+0.19,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
221.,213.,222.,Blazegraph,Multi-model,0.73,-0.07,-0.27,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
222.,227.,231.,CrateDB,Multi-model,0.72,+0.01,-0.19,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
223.,231.,210.,WebSphere eXtreme Scale,Key-value,0.70,+0.03,-0.46,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
224.,219.,234.,Typesense,Search engine,0.70,-0.06,-0.17,https://db-engines.com/en/system/Typesense,
225.,225.,253.,Objectivity/DB,Object oriented,0.68,-0.04,-0.08,https://db-engines.com/en/system/Objectivity%2FDB,
226.,226.,204.,1010data,Relational,0.67,-0.04,-0.57,https://db-engines.com/en/system/1010data,
227.,228.,205.,solidDB,Relational,0.67,-0.04,-0.56,https://db-engines.com/en/system/solidDB,
228.,222.,215.,RDF4J,RDF,0.65,-0.09,-0.45,https://db-engines.com/en/system/RDF4J,
229.,236.,214.,DBISAM,Relational,0.65,+0.00,-0.47,https://db-engines.com/en/system/DBISAM,
230.,224.,245.,SQream DB,Relational,0.64,-0.10,-0.17,https://db-engines.com/en/system/SQream+DB,
231.,242.,285.,Vespa,Multi-model,0.64,+0.02,+0.09,https://db-engines.com/en/system/Vespa,"Search engine,Vector DBMS"
232.,232.,258.,Graph Engine,Multi-model,0.64,-0.04,-0.11,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
233.,214.,249.,eXtremeDB,Multi-model,0.64,-0.17,-0.15,https://db-engines.com/en/system/eXtremeDB,"Relational DBMS,Time Series DBMS"
234.,240.,239.,FrontBase,Relational,0.64,+0.01,-0.21,https://db-engines.com/en/system/FrontBase,
235.,239.,230.,ObjectDB,Object oriented,0.64,0.00,-0.28,https://db-engines.com/en/system/ObjectDB,
236.,230.,212.,TypeDB,Multi-model,0.63,-0.07,-0.52,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
237.,229.,261.,KeyDB,Key-value,0.63,-0.08,-0.09,https://db-engines.com/en/system/KeyDB,
238.,233.,241.,KairosDB,Time Series,0.60,-0.07,-0.24,https://db-engines.com/en/system/KairosDB,
239.,294.,267.,4store,RDF,0.58,+0.27,-0.11,https://db-engines.com/en/system/4store,
240.,238.,,RisingWave,Relational,0.57,-0.07,,https://db-engines.com/en/system/RisingWave,
241.,250.,228.,NexusDB,Relational,0.57,+0.02,-0.39,https://db-engines.com/en/system/NexusDB,
242.,244.,274.,HarperDB,Document,0.56,-0.05,-0.06,https://db-engines.com/en/system/HarperDB,
243.,249.,247.,GemStone/S,Object oriented,0.55,0.00,-0.26,https://db-engines.com/en/system/GemStone%2FS,
244.,241.,180.,SQL.JS,Relational,0.54,-0.09,-0.97,https://db-engines.com/en/system/SQL.JS,
245.,253.,252.,R:BASE,Relational,0.54,+0.00,-0.23,https://db-engines.com/en/system/R%3ABASE,
246.,252.,244.,Splice Machine,Relational,0.54,0.00,-0.28,https://db-engines.com/en/system/Splice+Machine,
247.,245.,206.,Hibari,Key-value,0.53,-0.07,-0.69,https://db-engines.com/en/system/Hibari,
248.,237.,182.,Perst,Object oriented,0.53,-0.12,-0.96,https://db-engines.com/en/system/Perst,
249.,255.,220.,MapDB,Key-value,0.53,+0.01,-0.50,https://db-engines.com/en/system/MapDB,
250.,251.,262.,Scalaris,Key-value,0.53,-0.01,-0.19,https://db-engines.com/en/system/Scalaris,
251.,246.,257.,Percona Server for MongoDB,Document,0.52,-0.08,-0.23,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
252.,264.,224.,ScaleArc,Relational,0.51,+0.05,-0.48,https://db-engines.com/en/system/ScaleArc,
253.,234.,235.,Kinetica,"Relational, Multi-model",0.51,-0.15,-0.36,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
254.,243.,240.,atoti,Object oriented,0.50,-0.11,-0.34,https://db-engines.com/en/system/atoti,
255.,247.,272.,Apache Doris,Relational,0.50,-0.10,-0.15,https://db-engines.com/en/system/Apache+Doris,
256.,271.,279.,Tajo,Relational,0.47,+0.06,-0.10,https://db-engines.com/en/system/Tajo,
257.,262.,256.,VistaDB,Relational,0.47,0.00,-0.28,https://db-engines.com/en/system/VistaDB,
258.,254.,266.,Postgres-XL,"Relational, Multi-model",0.46,-0.07,-0.23,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
259.,256.,263.,AlaSQL,Multi-model,0.45,-0.06,-0.26,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
260.,268.,246.,Rasdaman,Multivalue,0.43,0.00,-0.38,https://db-engines.com/en/system/Rasdaman,
261.,269.,236.,OpenInsight,Multivalue,0.42,-0.01,-0.45,https://db-engines.com/en/system/OpenInsight,
262.,266.,289.,Kyligence Enterprise,Relational,0.42,-0.04,-0.12,https://db-engines.com/en/system/Kyligence+Enterprise,
263.,257.,259.,Kingbase,"Relational, Multi-model",0.42,-0.09,-0.31,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
264.,259.,270.,Raima Database Manager,Multi-model,0.42,-0.08,-0.24,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
265.,260.,264.,LokiJS,Document,0.41,-0.08,-0.30,https://db-engines.com/en/system/LokiJS,
266.,261.,378.,Dragonfly,Key-value,0.41,-0.08,+0.28,https://db-engines.com/en/system/Dragonfly,
267.,270.,310.,CnosDB,Time Series,0.41,-0.01,+0.03,https://db-engines.com/en/system/CnosDB,
268.,272.,271.,Strabon,RDF,0.41,+0.01,-0.25,https://db-engines.com/en/system/Strabon,
269.,258.,276.,Sequoiadb,Multi-model,0.40,-0.10,-0.21,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
270.,248.,237.,Vald,Vector,0.40,-0.20,-0.46,https://db-engines.com/en/system/Vald,
271.,277.,250.,ModeShape,Content,0.39,+0.02,-0.40,https://db-engines.com/en/system/ModeShape,
272.,263.,303.,Alibaba Cloud Log Service,Search engine,0.37,-0.10,-0.05,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
273.,275.,248.,Apache Pinot,Relational,0.37,-0.01,-0.43,https://db-engines.com/en/system/Apache+Pinot,
274.,285.,255.,SearchBlox,Search engine,0.37,+0.03,-0.39,https://db-engines.com/en/system/SearchBlox,
275.,281.,295.,Project Voldemort,Key-value,0.36,+0.01,-0.12,https://db-engines.com/en/system/Project+Voldemort,
276.,273.,286.,InfiniteGraph,Graph,0.36,-0.03,-0.19,https://db-engines.com/en/system/InfiniteGraph,
277.,293.,268.,Redland,RDF,0.36,+0.04,-0.33,https://db-engines.com/en/system/Redland,
278.,288.,,Apache Sedona,Spatial,0.34,+0.01,,https://db-engines.com/en/system/Apache+Sedona,
279.,267.,265.,ITTIA,"Time Series, Multi-model",0.34,-0.10,-0.36,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
280.,265.,238.,Heroic,Time Series,0.33,-0.13,-0.52,https://db-engines.com/en/system/Heroic,
281.,305.,254.,Starcounter,Object oriented,0.33,+0.05,-0.43,https://db-engines.com/en/system/Starcounter,
282.,313.,306.,PipelineDB,Relational,0.32,+0.08,-0.07,https://db-engines.com/en/system/PipelineDB,
283.,290.,300.,Comdb2,Relational,0.32,+0.00,-0.13,https://db-engines.com/en/system/Comdb2,
284.,287.,281.,YDB,Multi-model,0.32,-0.01,-0.24,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
285.,291.,283.,Fluree,Graph,0.32,0.00,-0.24,https://db-engines.com/en/system/Fluree,
286.,274.,308.,Cloudflare Workers KV,Key-value,0.30,-0.08,-0.09,https://db-engines.com/en/system/Cloudflare+Workers+KV,
287.,279.,320.,Marqo,Search engine,0.30,-0.06,-0.05,https://db-engines.com/en/system/Marqo,
288.,298.,284.,Deep Lake,Vector,0.30,-0.01,-0.25,https://db-engines.com/en/system/Deep+Lake,
289.,299.,291.,Elassandra,"Wide column, Multi-model",0.29,-0.01,-0.21,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
290.,280.,316.,LeanXcale,Multi-model,0.28,-0.08,-0.08,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
291.,308.,293.,Mimer SQL,Relational,0.28,+0.01,-0.22,https://db-engines.com/en/system/Mimer+SQL,
292.,278.,345.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.28,-0.09,+0.04,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
293.,282.,292.,Axibase,Time Series,0.27,-0.07,-0.22,https://db-engines.com/en/system/Axibase,
294.,283.,280.,Databend,Relational,0.27,-0.07,-0.30,https://db-engines.com/en/system/Databend,
295.,311.,269.,Jade,Object oriented,0.26,+0.00,-0.40,https://db-engines.com/en/system/Jade,
296.,284.,273.,OpenQM,Multivalue,0.26,-0.08,-0.36,https://db-engines.com/en/system/OpenQM,
297.,276.,304.,Brytlyt,Relational,0.26,-0.11,-0.15,https://db-engines.com/en/system/Brytlyt,
298.,286.,278.,Lovefield,Relational,0.25,-0.09,-0.35,https://db-engines.com/en/system/Lovefield,
299.,295.,336.,Immudb,"Key-value, Multi-model",0.24,-0.07,-0.04,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
300.,323.,288.,Actian FastObjects,Object oriented,0.23,+0.03,-0.31,https://db-engines.com/en/system/Actian+FastObjects,
301.,318.,299.,FlockDB,Graph,0.23,+0.01,-0.22,https://db-engines.com/en/system/FlockDB,
302.,314.,353.,Kyoto Tycoon,Key-value,0.23,-0.02,+0.00,https://db-engines.com/en/system/Kyoto+Tycoon,
303.,302.,359.,Manticore Search,"Search engine, Multi-model",0.23,-0.06,+0.03,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
304.,321.,334.,Tibco ComputeDB,Relational,0.23,+0.02,-0.05,https://db-engines.com/en/system/Tibco+ComputeDB,
305.,303.,324.,AnzoGraph DB,Multi-model,0.22,-0.07,-0.10,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
306.,289.,358.,PieCloudDB,Relational,0.22,-0.10,+0.02,https://db-engines.com/en/system/PieCloudDB,
307.,319.,307.,ElevateDB,Relational,0.21,-0.01,-0.18,https://db-engines.com/en/system/ElevateDB,
308.,306.,,YottaDB,"Key-value, Multi-model",0.21,-0.07,,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
309.,301.,351.,Alibaba Cloud TSDB,Time Series,0.21,-0.08,-0.02,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
310.,292.,317.,FeatureBase,Relational,0.21,-0.11,-0.15,https://db-engines.com/en/system/FeatureBase,
311.,297.,330.,Alibaba Cloud Table Store,Wide column,0.20,-0.11,-0.10,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
312.,310.,311.,Speedb,Key-value,0.20,-0.07,-0.18,https://db-engines.com/en/system/Speedb,
313.,327.,309.,RedStore,RDF,0.20,0.00,-0.18,https://db-engines.com/en/system/RedStore,
314.,300.,325.,RDFox,Multi-model,0.19,-0.10,-0.13,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
315.,328.,361.,MyScale,Multi-model,0.19,-0.01,+0.00,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
316.,304.,344.,Faircom DB,Multi-model,0.19,-0.10,-0.06,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
317.,315.,392.,AgensGraph,Multi-model,0.19,-0.05,+0.12,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
318.,296.,294.,EJDB,Document,0.19,-0.12,-0.30,https://db-engines.com/en/system/EJDB,
319.,326.,282.,HyperGraphDB,Graph,0.18,-0.02,-0.38,https://db-engines.com/en/system/HyperGraphDB,
320.,316.,323.,TerminusDB,"Graph, Multi-model",0.18,-0.06,-0.16,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
321.,333.,313.,TransLattice,Relational,0.17,0.00,-0.20,https://db-engines.com/en/system/TransLattice,
322.,325.,356.,Valentina Server,Relational,0.17,-0.04,-0.04,https://db-engines.com/en/system/Valentina+Server,
323.,336.,315.,NEventStore,Event,0.16,-0.01,-0.20,https://db-engines.com/en/system/NEventStore,
324.,307.,342.,Riak TS,Time Series,0.16,-0.12,-0.11,https://db-engines.com/en/system/Riak+TS,
325.,331.,301.,Tokyo Tyrant,Key-value,0.16,-0.02,-0.27,https://db-engines.com/en/system/Tokyo+Tyrant,
326.,309.,366.,IBM Db2 Event Store,Multi-model,0.15,-0.11,-0.02,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
327.,340.,327.,GraphBase,Graph,0.15,+0.00,-0.16,https://db-engines.com/en/system/GraphBase,
328.,312.,354.,EsgynDB,Relational,0.14,-0.10,-0.07,https://db-engines.com/en/system/EsgynDB,
329.,343.,319.,XtremeData,Relational,0.14,+0.00,-0.21,https://db-engines.com/en/system/XtremeData,
330.,335.,322.,Apache HugeGraph,Graph,0.14,-0.03,-0.21,https://db-engines.com/en/system/Apache+HugeGraph,
331.,374.,328.,Skytable,Key-value,0.14,+0.06,-0.17,https://db-engines.com/en/system/Skytable,
332.,329.,352.,BigObject,Relational,0.13,-0.06,-0.09,https://db-engines.com/en/system/BigObject,
333.,347.,305.,CubicWeb,RDF,0.13,+0.01,-0.28,https://db-engines.com/en/system/CubicWeb,
334.,324.,,YTsaurus,Multi-model,0.13,-0.07,,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
335.,353.,314.,Actian PSQL,Relational,0.13,+0.01,-0.24,https://db-engines.com/en/system/Actian+PSQL,
336.,330.,318.,Ultipa,Graph,0.13,-0.06,-0.23,https://db-engines.com/en/system/Ultipa,
337.,332.,375.,XTDB,Document,0.12,-0.06,-0.01,https://db-engines.com/en/system/XTDB,
338.,320.,381.,Badger,Key-value,0.12,-0.10,0.00,https://db-engines.com/en/system/Badger,
339.,352.,296.,Mulgara,RDF,0.11,0.00,-0.37,https://db-engines.com/en/system/Mulgara,
340.,317.,321.,AntDB,Relational,0.10,-0.13,-0.24,https://db-engines.com/en/system/AntDB,
341.,322.,339.,Quasardb,Time Series,0.10,-0.11,-0.17,https://db-engines.com/en/system/Quasardb,
341.,349.,338.,Sparksee,Graph,0.10,-0.02,-0.17,https://db-engines.com/en/system/Sparksee,
343.,338.,335.,Bangdb,Multi-model,0.09,-0.07,-0.19,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
344.,344.,391.,Warp 10,Time Series,0.07,-0.07,+0.00,https://db-engines.com/en/system/Warp+10,
345.,379.,347.,Exorbyte,Search engine,0.07,0.00,-0.17,https://db-engines.com/en/system/Exorbyte,
346.,383.,349.,SiteWhere,Time Series,0.06,+0.01,-0.17,https://db-engines.com/en/system/SiteWhere,
347.,346.,363.,Blueflood,Time Series,0.06,-0.07,-0.12,https://db-engines.com/en/system/Blueflood,
348.,382.,397.,ScaleOut StateServer,Key-value,0.06,0.00,+0.04,https://db-engines.com/en/system/ScaleOut+StateServer,
349.,345.,332.,TinkerGraph,Graph,0.05,-0.08,-0.24,https://db-engines.com/en/system/TinkerGraph,
350.,339.,297.,Elliptics,Key-value,0.05,-0.10,-0.42,https://db-engines.com/en/system/Elliptics,
351.,385.,355.,SenseiDB,Document,0.05,0.00,-0.16,https://db-engines.com/en/system/SenseiDB,
352.,351.,379.,GreptimeDB,Time Series,0.05,-0.07,-0.08,https://db-engines.com/en/system/GreptimeDB,
353.,350.,302.,Linter,"Relational, Multi-model",0.05,-0.07,-0.37,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
354.,361.,,openGemini,Time Series,0.05,-0.04,,https://db-engines.com/en/system/openGemini,
355.,334.,290.,Transbase,Relational,0.04,-0.13,-0.47,https://db-engines.com/en/system/Transbase,
356.,337.,337.,Machbase Neo,Time Series,0.04,-0.12,-0.23,https://db-engines.com/en/system/Machbase+Neo,
357.,342.,,gStore,Multi-model,0.04,-0.10,,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
358.,359.,,OpenMLDB,"Time Series, Multi-model",0.04,-0.05,,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
359.,360.,389.,DataFS,"Object oriented, Multi-model",0.04,-0.05,-0.03,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
360.,363.,362.,Tigris,Multi-model,0.04,-0.05,-0.15,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
361.,389.,384.,NosDB,Document,0.04,0.00,-0.08,https://db-engines.com/en/system/NosDB,
362.,356.,393.,WakandaDB,Object oriented,0.03,-0.07,+0.00,https://db-engines.com/en/system/WakandaDB,
363.,391.,382.,JethroData,Relational,0.03,0.00,-0.09,https://db-engines.com/en/system/JethroData,
363.,357.,312.,STSdb,Key-value,0.03,-0.07,-0.34,https://db-engines.com/en/system/STSdb,
365.,393.,331.,Dydra,RDF,0.02,0.00,-0.27,https://db-engines.com/en/system/Dydra,
366.,394.,396.,SmallSQL,Relational,0.02,+0.00,+0.00,https://db-engines.com/en/system/SmallSQL,
367.,396.,398.,SparkleDB,RDF,0.02,+0.00,+0.00,https://db-engines.com/en/system/SparkleDB,
368.,355.,385.,OushuDB,Relational,0.01,-0.09,-0.09,https://db-engines.com/en/system/OushuDB,
369.,397.,370.,Acebase,Document,0.01,+0.00,-0.12,https://db-engines.com/en/system/Acebase,
370.,398.,399.,Resin Cache,Key-value,0.01,0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
371.,366.,357.,Hawkular Metrics,Time Series,0.01,-0.07,-0.19,https://db-engines.com/en/system/Hawkular+Metrics,
372.,364.,401.,SWC-DB,"Wide column, Multi-model",0.01,-0.07,+0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
373.,362.,395.,Faircom EDGE,Multi-model,0.01,-0.08,-0.01,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
374.,399.,341.,Eloquera,Object oriented,0.01,0.00,-0.26,https://db-engines.com/en/system/Eloquera,
375.,400.,346.,Siaqodb,Object oriented,0.00,+0.00,-0.24,https://db-engines.com/en/system/Siaqodb,
376.,401.,369.,LedisDB,Key-value,0.00,+0.00,-0.14,https://db-engines.com/en/system/LedisDB,
377.,387.,404.,SwayDB,Key-value,0.00,-0.04,+0.00,https://db-engines.com/en/system/SwayDB,
378.,402.,387.,ActorDB,Relational,0.00,±0.00,-0.09,https://db-engines.com/en/system/ActorDB,
378.,358.,350.,ArcadeDB,Multi-model,0.00,-0.10,-0.23,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
378.,402.,405.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
378.,402.,329.,BrightstarDB,RDF,0.00,±0.00,-0.30,https://db-engines.com/en/system/BrightstarDB,
378.,388.,390.,Cachelot.io,Key-value,0.00,-0.04,-0.07,https://db-engines.com/en/system/Cachelot.io,
378.,376.,,chDB,"Relational, Multi-model",0.00,-0.07,,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
378.,402.,405.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
378.,402.,405.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
378.,402.,405.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
378.,402.,376.,Edge Intelligence,Relational,0.00,±0.00,-0.13,https://db-engines.com/en/system/Edge+Intelligence,
378.,402.,405.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
378.,377.,388.,Galaxybase,Graph,0.00,-0.07,-0.08,https://db-engines.com/en/system/Galaxybase,
378.,368.,340.,H2GIS,"Spatial, Multi-model",0.00,-0.08,-0.27,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
378.,402.,405.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
378.,402.,405.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
378.,402.,360.,HyperLevelDB,Key-value,0.00,±0.00,-0.19,https://db-engines.com/en/system/HyperLevelDB,
378.,402.,373.,iBoxDB,Document,0.00,±0.00,-0.14,https://db-engines.com/en/system/iBoxDB,
378.,395.,380.,Indica,Search engine,0.00,-0.02,-0.12,https://db-engines.com/en/system/Indica,
378.,365.,377.,InfinityDB,Key-value,0.00,-0.08,-0.13,https://db-engines.com/en/system/InfinityDB,
378.,381.,402.,JaguarDB,Multi-model,0.00,-0.06,-0.01,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
378.,402.,405.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
378.,402.,405.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
378.,402.,,Kuzu,Graph,0.00,±0.00,,https://db-engines.com/en/system/Kuzu,
378.,375.,403.,Newts,Time Series,0.00,-0.07,0.00,https://db-engines.com/en/system/Newts,
378.,369.,364.,NSDb,Time Series,0.00,-0.08,-0.18,https://db-engines.com/en/system/NSDb,
378.,370.,,OpenTenBase,Relational,0.00,-0.08,,https://db-engines.com/en/system/OpenTenBase,
378.,380.,373.,OrigoDB,Multi-model,0.00,-0.06,-0.14,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
378.,402.,368.,RaptorDB,Document,0.00,±0.00,-0.15,https://db-engines.com/en/system/RaptorDB,
378.,384.,,ReductStore,Time Series,0.00,-0.05,,https://db-engines.com/en/system/ReductStore,
378.,402.,405.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
378.,373.,405.,Sadas Engine,Relational,0.00,-0.07,±0.00,https://db-engines.com/en/system/Sadas+Engine,
378.,390.,405.,searchxml,Multi-model,0.00,-0.03,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
378.,378.,367.,SiriDB,Time Series,0.00,-0.07,-0.17,https://db-engines.com/en/system/SiriDB,
378.,392.,405.,SpaceTime,"Spatial, Multi-model",0.00,-0.03,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
378.,367.,371.,TerarkDB,Key-value,0.00,-0.08,-0.14,https://db-engines.com/en/system/TerarkDB,
378.,372.,405.,Tkrzw,Key-value,0.00,-0.07,±0.00,https://db-engines.com/en/system/Tkrzw,
378.,402.,343.,TomP2P,Key-value,0.00,±0.00,-0.25,https://db-engines.com/en/system/TomP2P,
378.,348.,394.,Transwarp ArgoDB,"Relational, Multi-model",0.00,-0.12,-0.03,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
378.,386.,,Transwarp Hippo,Vector,0.00,-0.05,,https://db-engines.com/en/system/Transwarp+Hippo,
378.,341.,386.,Transwarp KunDB,Relational,0.00,-0.14,-0.10,https://db-engines.com/en/system/Transwarp+KunDB,
378.,371.,405.,Transwarp StellarDB,Graph,0.00,-0.07,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,
378.,402.,333.,Upscaledb,Key-value,0.00,±0.00,-0.29,https://db-engines.com/en/system/Upscaledb,
378.,354.,382.,VelocityDB,Multi-model,0.00,-0.11,-0.12,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
378.,402.,372.,WhiteDB,Document,0.00,±0.00,-0.14,https://db-engines.com/en/system/WhiteDB,
