category_label,Multi_model_info,DBMS,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Nov-2022,Rank_Nov-2022,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Wide column
Key-value,"Key-value store,Relational DBMS",Faircom EDGE,https://db-engines.com/en/system/Faircom+EDGE,,,,0.03,372,,,FairCom Corporation,1979.0,2020.0,N,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,Sadas Engine,https://db-engines.com/en/system/Sadas+Engine,,,,0.02,373,,,SADAS s.r.l.,2006.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Object oriented,Object oriented DBMS,WakandaDB,https://db-engines.com/en/system/WakandaDB,,,,0.02,374,,,Wakanda SAS,2012.0,2019.0,Y,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Key-value,Key-value store,JaguarDB,https://db-engines.com/en/system/JaguarDB,,,,0.01,375,,,"DataJaguar, Inc.",2015.0,2018.0,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,SwayDB,https://db-engines.com/en/system/SwayDB,,,,0.0,376,,,Simer Plaha,2018.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,BergDB,https://db-engines.com/en/system/BergDB,,,,0.0,377,,,,2013.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Cachelot.io,https://db-engines.com/en/system/Cachelot.io,,,,0.0,377,,,,2015.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Key-value store",CortexDB,https://db-engines.com/en/system/CortexDB,,,,0.0,377,,,,2014.0,,N,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,CovenantSQL,https://db-engines.com/en/system/CovenantSQL,,,,0.0,377,,,,2018.0,,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,DaggerDB,https://db-engines.com/en/system/DaggerDB,,,,0.0,377,,,,2014.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,EdgelessDB,https://db-engines.com/en/system/EdgelessDB,,,,0.0,377,,,Edgeless Systems,2021.0,,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Key-value,Key-value store,Helium,https://db-engines.com/en/system/Helium,,,,0.0,377,,,Levyx Inc.,2013.0,,N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Indica,https://db-engines.com/en/system/Indica,,,,0.0,377,,,,2014.0,,N,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Key-value,Key-value store,InfinityDB,https://db-engines.com/en/system/InfinityDB,,,,0.0,377,,,Boiler Bay Inc.,2002.0,,N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Document,Document store,JasDB,https://db-engines.com/en/system/JasDB,,,,0.0,377,,,,2014.0,,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,K-DB,https://db-engines.com/en/system/K-DB,,,,0.0,377,,,Inspur Group,,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,Newts,https://db-engines.com/en/system/Newts,,,,0.0,377,,,OpenNMS Group,2014.0,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Time Series,Time Series DBMS,NSDb,https://db-engines.com/en/system/NSDb,,,,0.0,377,,,,2017.0,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Search engine,"Search engine,Time Series DBMS",Rizhiyi,https://db-engines.com/en/system/Rizhiyi,,,,0.0,377,,,Rizhiyi,2014.0,,N,N,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Native XML,"Native XML DBMS,Search engine",searchxml,https://db-engines.com/en/system/searchxml,,,,0.0,377,,,informationpartners gmbh,2015.0,,N,N,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Spatial DBMS,"Spatial DBMS,Relational DBMS",SpaceTime,https://db-engines.com/en/system/SpaceTime,N,,-,0.0,377,-,-,Mireo,2020.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Key-value,Key-value store,Tkrzw,https://db-engines.com/en/system/Tkrzw,,,,0.0,377,,,Mikio Hirabayashi,2020.0,2020.0,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Search engine",Transwarp ArgoDB,https://db-engines.com/en/system/Transwarp+ArgoDB,,,,0.0,377,,,Transwarp,,,N,N,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Graph,Graph DBMS,Transwarp StellarDB,https://db-engines.com/en/system/Transwarp+StellarDB,,,,0.0,377,,,Transwarp,,,N,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Yaacomo,https://db-engines.com/en/system/Yaacomo,,,,0.0,377,,,Q2WEB GmbH,2009.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,Yanza,https://db-engines.com/en/system/Yanza,,,,0.0,377,,,Yanza,2015.0,,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
