Rank_Sep-2023,Rank_Aug-2023,Rank_Sep-2022,DBMS,Database Model,Score_Sep-2023,Score_Aug-2023,Score_Sep-2022,DBMS_insitelink,Multi_model_info
209.,212.,226.,WebSphere eXtreme Scale,Key-value,1.18,+0.05,+0.58,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
210.,217.,236.,TDSQL for MySQL,"Relational, Multi-model",1.16,+0.07,+0.62,https://db-engines.com/en/system/TDSQL+for+MySQL,"Relational DBMS,Document store,Spatial DBMS"
211.,203.,172.,AllegroGraph,Multi-model,1.15,-0.10,+0.02,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Spatial DBMS"
212.,209.,198.,OpenBase,Relational,1.14,-0.02,+0.32,https://db-engines.com/en/system/OpenBase,
213.,204.,175.,Amazon Timestream,Time Series,1.13,-0.11,+0.04,https://db-engines.com/en/system/Amazon+Timestream,
214.,245.,211.,BigchainDB,Document,1.09,+0.24,+0.33,https://db-engines.com/en/system/BigchainDB,
215.,227.,230.,M3DB,Time Series,1.07,+0.12,+0.49,https://db-engines.com/en/system/M3DB,
216.,224.,225.,NexusDB,Relational,1.06,+0.08,+0.47,https://db-engines.com/en/system/NexusDB,
217.,221.,222.,ObjectDB,Object oriented,1.06,+0.03,+0.44,https://db-engines.com/en/system/ObjectDB,
218.,230.,229.,MapDB,Key-value,1.05,+0.12,+0.46,https://db-engines.com/en/system/MapDB,
219.,238.,224.,Amazon Keyspaces,Wide column,1.04,+0.15,+0.43,https://db-engines.com/en/system/Amazon+Keyspaces,
220.,216.,,StarRocks,Relational,1.03,-0.07,,https://db-engines.com/en/system/StarRocks,
221.,214.,212.,Kognitio,Relational,1.02,-0.09,+0.27,https://db-engines.com/en/system/Kognitio,
222.,207.,192.,Blazegraph,Multi-model,1.02,-0.17,+0.13,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
223.,223.,193.,TypeDB,Multi-model,1.02,+0.02,+0.14,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Relational DBMS"
224.,232.,218.,eXtremeDB,Multi-model,1.02,+0.09,+0.33,https://db-engines.com/en/system/eXtremeDB,"Relational DBMS,Time Series DBMS"
225.,218.,200.,GeoMesa,Spatial DBMS,1.02,-0.03,+0.22,https://db-engines.com/en/system/GeoMesa,
226.,215.,196.,RDF4J,RDF,1.02,-0.08,+0.19,https://db-engines.com/en/system/RDF4J,
227.,226.,214.,Datacom/DB,Relational,1.00,+0.04,+0.28,https://db-engines.com/en/system/Datacom%2FDB,
228.,225.,221.,SciDB,Multivalue,1.00,+0.04,+0.36,https://db-engines.com/en/system/SciDB,
229.,233.,243.,ScaleArc,Relational,1.00,+0.08,+0.50,https://db-engines.com/en/system/ScaleArc,
230.,205.,187.,eXist-db,Native XML,0.99,-0.21,+0.04,https://db-engines.com/en/system/eXist-db,
231.,249.,248.,Apache IoTDB,Time Series,0.98,+0.16,+0.52,https://db-engines.com/en/system/Apache+IoTDB,
232.,250.,220.,KairosDB,Time Series,0.95,+0.13,+0.29,https://db-engines.com/en/system/KairosDB,
233.,240.,244.,OpenInsight,Multivalue,0.94,+0.07,+0.44,https://db-engines.com/en/system/OpenInsight,
234.,222.,253.,atoti,Object oriented,0.92,-0.10,+0.47,https://db-engines.com/en/system/atoti,
235.,256.,255.,Scalaris,Key-value,0.88,+0.12,+0.45,https://db-engines.com/en/system/Scalaris,
236.,244.,191.,Splice Machine,Relational,0.88,+0.03,-0.04,https://db-engines.com/en/system/Splice+Machine,
237.,229.,274.,Heroic,Time Series,0.88,-0.06,+0.58,https://db-engines.com/en/system/Heroic,
238.,231.,246.,Kinetica,"Relational, Multi-model",0.88,-0.05,+0.40,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
239.,260.,,SurrealDB,Multi-model,0.87,+0.12,,https://db-engines.com/en/system/SurrealDB,"Document store,Graph DBMS"
240.,235.,199.,Yellowbrick,Relational,0.87,-0.04,+0.06,https://db-engines.com/en/system/Yellowbrick,
241.,248.,237.,Alibaba Cloud MaxCompute,Relational,0.87,+0.04,+0.33,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,
242.,236.,,Vald,Vector DBMS,0.86,-0.03,,https://db-engines.com/en/system/Vald,
243.,234.,232.,VistaDB,Relational,0.86,-0.06,+0.30,https://db-engines.com/en/system/VistaDB,
244.,220.,203.,FrontBase,Relational,0.85,-0.18,+0.06,https://db-engines.com/en/system/FrontBase,
245.,241.,219.,BoltDB,Key-value,0.85,-0.02,+0.17,https://db-engines.com/en/system/BoltDB,
246.,272.,319.,Qdrant,Vector DBMS,0.83,+0.19,+0.71,https://db-engines.com/en/system/Qdrant,
247.,239.,215.,GemStone/S,Object oriented,0.83,-0.05,+0.13,https://db-engines.com/en/system/GemStone%2FS,
248.,242.,240.,LokiJS,Document,0.82,-0.05,+0.29,https://db-engines.com/en/system/LokiJS,
249.,237.,184.,CrateDB,Multi-model,0.81,-0.08,-0.18,https://db-engines.com/en/system/CrateDB,"Document store,Time Series DBMS,Relational DBMS,Search engine"
250.,264.,227.,SQream DB,Relational,0.81,+0.09,+0.21,https://db-engines.com/en/system/SQream+DB,
251.,252.,223.,AlaSQL,Multi-model,0.80,0.00,+0.18,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
252.,228.,234.,Rockset,"Document, Multi-model",0.79,-0.14,+0.24,https://db-engines.com/en/system/Rockset,"Document store,Relational DBMS,Search engine"
253.,261.,245.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.79,+0.04,+0.30,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
254.,254.,189.,Graph Engine,Multi-model,0.78,+0.02,-0.15,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
255.,247.,205.,Objectivity/DB,Object oriented,0.78,-0.05,-0.01,https://db-engines.com/en/system/Objectivity%2FDB,
256.,255.,,Typesense,Search engine,0.76,0.00,,https://db-engines.com/en/system/Typesense,
257.,243.,267.,ModeShape,Content,0.75,-0.12,+0.38,https://db-engines.com/en/system/ModeShape,
258.,257.,251.,KeyDB,Key-value,0.75,-0.01,+0.30,https://db-engines.com/en/system/KeyDB,
259.,259.,256.,Apache Pinot,Relational,0.73,-0.02,+0.30,https://db-engines.com/en/system/Apache+Pinot,
260.,271.,249.,Apache Doris,Relational,0.71,+0.06,+0.25,https://db-engines.com/en/system/Apache+Doris,
261.,246.,217.,Postgres-XL,"Relational, Multi-model",0.70,-0.15,+0.01,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
262.,268.,247.,Trafodion,Relational,0.70,+0.00,+0.23,https://db-engines.com/en/system/Trafodion,
263.,270.,216.,R:BASE,Relational,0.69,+0.04,-0.01,https://db-engines.com/en/system/R%3ABASE,
264.,285.,231.,4store,RDF,0.67,+0.12,+0.10,https://db-engines.com/en/system/4store,
265.,263.,259.,Redland,RDF,0.67,-0.06,+0.26,https://db-engines.com/en/system/Redland,
266.,251.,302.,ITTIA,"Time Series, Multi-model",0.65,-0.16,+0.50,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
267.,267.,242.,Jade,Object oriented,0.65,-0.05,+0.15,https://db-engines.com/en/system/Jade,
268.,253.,238.,SearchBlox,Search engine,0.65,-0.13,+0.12,https://db-engines.com/en/system/SearchBlox,
269.,279.,287.,Strabon,RDF,0.65,+0.06,+0.43,https://db-engines.com/en/system/Strabon,
270.,262.,241.,Starcounter,Object oriented,0.65,-0.09,+0.12,https://db-engines.com/en/system/Starcounter,
271.,281.,252.,HarperDB,Document,0.64,+0.07,+0.20,https://db-engines.com/en/system/HarperDB,
272.,266.,263.,Kingbase,"Relational, Multi-model",0.63,-0.07,+0.24,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
273.,276.,270.,InfiniteGraph,Graph,0.62,+0.00,+0.28,https://db-engines.com/en/system/InfiniteGraph,
274.,269.,209.,Percona Server for MongoDB,Document,0.62,-0.05,-0.15,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
275.,278.,286.,OpenQM,Multivalue,0.60,+0.00,+0.37,https://db-engines.com/en/system/OpenQM,
276.,258.,258.,Rasdaman,Multivalue,0.60,-0.16,+0.17,https://db-engines.com/en/system/Rasdaman,
277.,274.,282.,Lovefield,Relational,0.59,-0.04,+0.34,https://db-engines.com/en/system/Lovefield,
278.,275.,254.,Raima Database Manager,Multi-model,0.59,-0.04,+0.15,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
279.,265.,265.,Sequoiadb,Multi-model,0.57,-0.13,+0.20,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
280.,286.,239.,Tajo,Relational,0.57,+0.02,+0.03,https://db-engines.com/en/system/Tajo,
281.,282.,272.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.55,-0.01,+0.24,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
282.,289.,276.,Kyligence Enterprise,Relational,0.55,+0.03,+0.26,https://db-engines.com/en/system/Kyligence+Enterprise,
283.,301.,294.,Actian FastObjects,Object oriented,0.54,+0.12,+0.35,https://db-engines.com/en/system/Actian+FastObjects,
284.,287.,289.,Mimer SQL,Relational,0.52,-0.01,+0.31,https://db-engines.com/en/system/Mimer+SQL,
285.,296.,301.,Fluree,Graph,0.52,+0.07,+0.36,https://db-engines.com/en/system/Fluree,
286.,314.,354.,Elliptics,Key-value,0.52,+0.13,+0.51,https://db-engines.com/en/system/Elliptics,
287.,294.,313.,HyperGraphDB,Graph,0.52,+0.05,+0.39,https://db-engines.com/en/system/HyperGraphDB,
288.,292.,,Databend,Relational,0.50,+0.02,,https://db-engines.com/en/system/Databend,
289.,288.,260.,Project Voldemort,Key-value,0.50,-0.03,+0.09,https://db-engines.com/en/system/Project+Voldemort,
290.,293.,266.,Elassandra,"Wide column, Multi-model",0.49,+0.01,+0.12,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
291.,305.,,Marqo,Search engine,0.49,+0.07,,https://db-engines.com/en/system/Marqo,
292.,273.,327.,Transbase,Relational,0.48,-0.15,+0.39,https://db-engines.com/en/system/Transbase,
293.,283.,,Vespa,Multi-model,0.46,-0.09,,https://db-engines.com/en/system/Vespa,"Search engine,Vector DBMS"
294.,310.,278.,Comdb2,Relational,0.46,+0.05,+0.19,https://db-engines.com/en/system/Comdb2,
295.,284.,307.,EJDB,Document,0.45,-0.10,+0.31,https://db-engines.com/en/system/EJDB,
296.,302.,273.,Brytlyt,Relational,0.45,+0.02,+0.14,https://db-engines.com/en/system/Brytlyt,
297.,280.,284.,FlockDB,Graph,0.44,-0.14,+0.21,https://db-engines.com/en/system/FlockDB,
298.,277.,,Deep Lake,Vector DBMS,0.42,-0.18,,https://db-engines.com/en/system/Deep+Lake,
299.,322.,264.,Tokyo Tyrant,Key-value,0.42,+0.08,+0.04,https://db-engines.com/en/system/Tokyo+Tyrant,
300.,290.,233.,YDB,Multi-model,0.42,-0.10,-0.14,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
301.,300.,290.,RedStore,RDF,0.42,-0.02,+0.22,https://db-engines.com/en/system/RedStore,
302.,291.,331.,Mulgara,RDF,0.42,-0.09,+0.35,https://db-engines.com/en/system/Mulgara,
303.,298.,269.,Alibaba Cloud ApsaraDB for PolarDB,Relational,0.41,-0.03,+0.06,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,
304.,307.,308.,ElevateDB,Relational,0.41,-0.01,+0.27,https://db-engines.com/en/system/ElevateDB,
305.,299.,291.,Axibase,Time Series,0.40,-0.04,+0.21,https://db-engines.com/en/system/Axibase,
306.,328.,281.,PipelineDB,Relational,0.39,+0.06,+0.13,https://db-engines.com/en/system/PipelineDB,
307.,306.,277.,TransLattice,Relational,0.39,-0.03,+0.11,https://db-engines.com/en/system/TransLattice,
308.,324.,,CnosDB,Time Series,0.38,+0.04,,https://db-engines.com/en/system/CnosDB,
309.,325.,299.,LeanXcale,Multi-model,0.38,+0.04,+0.22,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
310.,311.,312.,AnzoGraph DB,Multi-model,0.37,-0.03,+0.24,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
311.,308.,257.,Alibaba Cloud Log Service,Search engine,0.37,-0.04,-0.05,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
312.,316.,,AntDB,Relational,0.37,-0.01,,https://db-engines.com/en/system/AntDB,
313.,337.,324.,Bangdb,Multi-model,0.36,+0.07,+0.26,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
314.,295.,296.,CubicWeb,RDF,0.36,-0.10,+0.18,https://db-engines.com/en/system/CubicWeb,
315.,312.,275.,Cloudflare Workers KV,Key-value,0.36,-0.05,+0.06,https://db-engines.com/en/system/Cloudflare+Workers+KV,
316.,304.,293.,Riak TS,Time Series,0.35,-0.07,+0.16,https://db-engines.com/en/system/Riak+TS,
317.,318.,280.,FeatureBase,Relational,0.35,-0.03,+0.09,https://db-engines.com/en/system/FeatureBase,
318.,297.,321.,Actian PSQL,Relational,0.34,-0.11,+0.22,https://db-engines.com/en/system/Actian+PSQL,
319.,303.,322.,XtremeData,Relational,0.33,-0.09,+0.23,https://db-engines.com/en/system/XtremeData,
320.,326.,323.,Immudb,"Key-value, Multi-model",0.32,-0.01,+0.22,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
321.,323.,352.,Machbase Neo,Time Series,0.32,-0.02,+0.30,https://db-engines.com/en/system/Machbase+Neo,
322.,330.,363.,TomP2P,Key-value,0.31,-0.01,+0.31,https://db-engines.com/en/system/TomP2P,
323.,319.,363.,BrightstarDB,RDF,0.30,-0.06,+0.30,https://db-engines.com/en/system/BrightstarDB,
324.,315.,316.,Linter,"Relational, Multi-model",0.30,-0.08,+0.18,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
325.,353.,305.,TerminusDB,"Graph, Multi-model",0.30,+0.09,+0.16,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
326.,339.,328.,RDFox,Multi-model,0.30,+0.01,+0.22,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
327.,332.,363.,Eloquera,Object oriented,0.30,-0.01,+0.30,https://db-engines.com/en/system/Eloquera,
328.,317.,283.,HugeGraph,Graph,0.30,-0.08,+0.05,https://db-engines.com/en/system/HugeGraph,
329.,309.,363.,Upscaledb,Key-value,0.29,-0.12,+0.29,https://db-engines.com/en/system/Upscaledb,
330.,343.,279.,Valentina Server,Relational,0.29,+0.01,+0.02,https://db-engines.com/en/system/Valentina+Server,
331.,329.,347.,STSdb,Key-value,0.29,-0.03,+0.26,https://db-engines.com/en/system/STSdb,
332.,313.,329.,Sparksee,Graph,0.29,-0.11,+0.22,https://db-engines.com/en/system/Sparksee,
333.,320.,320.,NEventStore,Event,0.28,-0.08,+0.16,https://db-engines.com/en/system/NEventStore,
334.,334.,325.,Speedb,Key-value,0.28,-0.02,+0.18,https://db-engines.com/en/system/Speedb,
335.,348.,285.,TinkerGraph,Graph,0.27,+0.03,+0.04,https://db-engines.com/en/system/TinkerGraph,
336.,342.,268.,Tibco ComputeDB,Relational,0.27,-0.01,-0.09,https://db-engines.com/en/system/Tibco+ComputeDB,
337.,361.,298.,Manticore Search,"Search engine, Multi-model",0.26,+0.09,+0.10,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
338.,345.,,PieCloudDB,Relational,0.26,+0.00,,https://db-engines.com/en/system/PieCloudDB,
339.,333.,314.,GeoSpock,"Relational, Multi-model",0.26,-0.05,+0.13,https://db-engines.com/en/system/GeoSpock,"Relational DBMS,Time Series DBMS"
340.,338.,,Skytable,Key-value,0.25,-0.04,,https://db-engines.com/en/system/Skytable,
341.,341.,271.,Alibaba Cloud Table Store,Wide column,0.25,-0.03,-0.09,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
342.,321.,350.,Dydra,RDF,0.25,-0.11,+0.23,https://db-engines.com/en/system/Dydra,
343.,335.,288.,Faircom DB,Multi-model,0.23,-0.06,+0.02,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
344.,372.,,MyScale,Multi-model,0.23,+0.09,,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
345.,346.,343.,BigObject,Relational,0.23,-0.02,+0.20,https://db-engines.com/en/system/BigObject,
346.,327.,317.,GraphBase,Graph,0.23,-0.10,+0.10,https://db-engines.com/en/system/GraphBase,
347.,368.,,Tigris,Multi-model,0.22,+0.07,,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
348.,351.,309.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.22,-0.01,+0.08,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
349.,340.,363.,IRONdb,Time Series,0.22,-0.07,+0.22,https://db-engines.com/en/system/IRONdb,
350.,344.,,Ultipa,Graph,0.21,-0.05,,https://db-engines.com/en/system/Ultipa,
351.,362.,360.,Exorbyte,Search engine,0.21,+0.04,+0.21,https://db-engines.com/en/system/Exorbyte,
352.,331.,297.,ArcadeDB,Multi-model,0.19,-0.13,+0.02,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
353.,355.,346.,XTDB,Document,0.19,-0.03,+0.16,https://db-engines.com/en/system/XTDB,
354.,347.,339.,Siaqodb,Object oriented,0.18,-0.06,+0.13,https://db-engines.com/en/system/Siaqodb,
355.,354.,341.,H2GIS,"Spatial DBMS, Multi-model",0.18,-0.03,+0.15,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
356.,381.,363.,RaptorDB,Document,0.18,+0.07,+0.18,https://db-engines.com/en/system/RaptorDB,
357.,350.,332.,Quasardb,Time Series,0.18,-0.06,+0.11,https://db-engines.com/en/system/Quasardb,
358.,374.,,GreptimeDB,Time Series,0.17,+0.03,,https://db-engines.com/en/system/GreptimeDB,
359.,373.,363.,SenseiDB,Document,0.16,+0.02,+0.16,https://db-engines.com/en/system/SenseiDB,
360.,386.,362.,Blueflood,Time Series,0.16,+0.08,+0.16,https://db-engines.com/en/system/Blueflood,
361.,371.,318.,Badger,Key-value,0.16,+0.01,+0.04,https://db-engines.com/en/system/Badger,
362.,364.,363.,JethroData,Relational,0.15,-0.01,+0.15,https://db-engines.com/en/system/JethroData,
363.,352.,292.,EsgynDB,Relational,0.15,-0.07,-0.04,https://db-engines.com/en/system/EsgynDB,
364.,357.,336.,Transwarp KunDB,Relational,0.15,-0.05,+0.10,https://db-engines.com/en/system/Transwarp+KunDB,
365.,365.,262.,IBM Db2 Event Store,Multi-model,0.15,-0.01,-0.24,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
366.,360.,315.,Alibaba Cloud TSDB,Time Series,0.15,-0.04,+0.03,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
367.,336.,363.,Kyoto Tycoon,Key-value,0.14,-0.15,+0.14,https://db-engines.com/en/system/Kyoto+Tycoon,
368.,375.,348.,Hawkular Metrics,Time Series,0.14,+0.00,+0.12,https://db-engines.com/en/system/Hawkular+Metrics,
369.,356.,359.,SiteWhere,Time Series,0.14,-0.07,+0.13,https://db-engines.com/en/system/SiteWhere,
370.,392.,363.,ActorDB,Relational,0.14,+0.09,+0.14,https://db-engines.com/en/system/ActorDB,
370.,358.,360.,HyperLevelDB,Key-value,0.14,-0.06,+0.14,https://db-engines.com/en/system/HyperLevelDB,
370.,381.,363.,iBoxDB,Document,0.14,+0.03,+0.14,https://db-engines.com/en/system/iBoxDB,
370.,369.,363.,WhiteDB,Document,0.14,-0.01,+0.14,https://db-engines.com/en/system/WhiteDB,
374.,376.,,Dragonfly,Key-value,0.13,0.00,,https://db-engines.com/en/system/Dragonfly,
375.,366.,342.,InfinityDB,Key-value,0.12,-0.04,+0.09,https://db-engines.com/en/system/InfinityDB,
376.,363.,,YTsaurus,Multi-model,0.12,-0.05,,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
377.,404.,340.,VelocityDB,Multi-model,0.12,+0.11,+0.08,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
378.,377.,326.,Acebase,Document,0.11,-0.02,+0.01,https://db-engines.com/en/system/Acebase,
379.,349.,363.,Edge Intelligence,Relational,0.10,-0.14,+0.10,https://db-engines.com/en/system/Edge+Intelligence,
380.,367.,358.,OrigoDB,Multi-model,0.10,-0.05,+0.09,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
381.,383.,335.,OushuDB,Relational,0.10,0.00,+0.04,https://db-engines.com/en/system/OushuDB,
382.,380.,363.,Indica,Search engine,0.10,-0.01,+0.10,https://db-engines.com/en/system/Indica,
383.,370.,344.,ToroDB,Document,0.09,-0.05,+0.07,https://db-engines.com/en/system/ToroDB,
384.,379.,351.,LedisDB,Key-value,0.09,-0.03,+0.07,https://db-engines.com/en/system/LedisDB,
385.,384.,363.,NosDB,Document,0.09,-0.01,+0.09,https://db-engines.com/en/system/NosDB,
385.,378.,363.,SiriDB,Time Series,0.09,-0.03,+0.09,https://db-engines.com/en/system/SiriDB,
385.,385.,355.,TerarkDB,Key-value,0.09,+0.01,+0.08,https://db-engines.com/en/system/TerarkDB,
388.,359.,363.,NSDb,Time Series,0.07,-0.12,+0.07,https://db-engines.com/en/system/NSDb,
389.,388.,330.,AgensGraph,Multi-model,0.07,0.00,+0.00,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
390.,389.,,DataFS,"Object oriented, Multi-model",0.06,-0.01,,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
391.,390.,363.,Cachelot.io,Key-value,0.06,-0.01,+0.06,https://db-engines.com/en/system/Cachelot.io,
392.,394.,353.,Transwarp ArgoDB,"Relational, Multi-model",0.05,+0.02,+0.04,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
393.,387.,295.,Warp 10,Time Series,0.02,-0.05,-0.17,https://db-engines.com/en/system/Warp+10,
394.,,,gStore,Multi-model,0.02,,,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
395.,391.,303.,SmallSQL,Relational,0.02,-0.04,-0.13,https://db-engines.com/en/system/SmallSQL,
396.,393.,304.,ScaleOut StateServer,Key-value,0.02,-0.02,-0.12,https://db-engines.com/en/system/ScaleOut+StateServer,
397.,398.,311.,SparkleDB,RDF,0.02,+0.00,-0.11,https://db-engines.com/en/system/SparkleDB,
398.,399.,333.,JaguarDB,Multi-model,0.02,+0.00,-0.05,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
399.,400.,310.,Resin Cache,Key-value,0.01,0.00,-0.12,https://db-engines.com/en/system/Resin+Cache,
400.,395.,349.,WakandaDB,Object oriented,0.01,-0.01,-0.01,https://db-engines.com/en/system/WakandaDB,
401.,401.,334.,SWC-DB,"Wide column, Multi-model",0.01,+0.00,-0.05,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
402.,402.,338.,Faircom EDGE,Multi-model,0.00,-0.01,-0.05,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
403.,405.,356.,SwayDB,Key-value,0.00,+0.00,-0.01,https://db-engines.com/en/system/SwayDB,
404.,406.,363.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
404.,406.,363.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
404.,406.,363.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
404.,406.,363.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
404.,406.,363.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
404.,403.,337.,Galaxybase,Graph,0.00,-0.01,-0.05,https://db-engines.com/en/system/Galaxybase,
404.,406.,363.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
404.,406.,306.,HGraphDB,Graph,0.00,±0.00,-0.14,https://db-engines.com/en/system/HGraphDB,
404.,406.,363.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
404.,406.,363.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
404.,397.,363.,Newts,Time Series,0.00,-0.02,±0.00,https://db-engines.com/en/system/Newts,
404.,406.,363.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
404.,406.,345.,Sadas Engine,Relational,0.00,±0.00,-0.02,https://db-engines.com/en/system/Sadas+Engine,
404.,406.,363.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
404.,406.,363.,SpaceTime,"Spatial DBMS, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
404.,406.,357.,Tkrzw,Key-value,0.00,±0.00,-0.01,https://db-engines.com/en/system/Tkrzw,
404.,,,Transwarp Hippo,Vector DBMS,0.00,,,https://db-engines.com/en/system/Transwarp+Hippo,
404.,406.,363.,Transwarp StellarDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,
404.,396.,363.,Yanza,Time Series,0.00,-0.02,±0.00,https://db-engines.com/en/system/Yanza,
