Rank_Feb-2023,Rank_Jan-2023,Rank_Feb-2022,DBMS,Database Model,Score_Feb-2023,Score_Jan-2023,Score_Feb-2022,DBMS_insitelink,Multi_model_info
40.,40.,36.,Netezza,Relational,16.58,+0.31,-2.93,https://db-engines.com/en/system/Netezza,
41.,42.,41.,dBASE,Relational,14.59,+0.51,-0.21,https://db-engines.com/en/system/dBASE,
42.,41.,40.,CouchDB,"Document, Multi-model",14.45,-0.44,-3.01,https://db-engines.com/en/system/CouchDB,"Document store,Spatial DBMS"
43.,43.,42.,Presto,Relational,14.12,+0.42,-0.16,https://db-engines.com/en/system/Presto,
44.,44.,44.,ClickHouse,"Relational, Multi-model",13.99,+0.41,+1.16,https://db-engines.com/en/system/ClickHouse,"Relational DBMS,Time Series DBMS"
45.,46.,53.,Google Cloud Firestore,Document,11.51,+0.41,+2.45,https://db-engines.com/en/system/Google+Cloud+Firestore,
46.,45.,43.,Greenplum,"Relational, Multi-model",10.94,-0.27,-2.59,https://db-engines.com/en/system/Greenplum,"Relational DBMS,Document store,Spatial DBMS"
47.,48.,,OpenSearch,Search engine,10.49,+0.05,,https://db-engines.com/en/system/OpenSearch,
48.,47.,45.,Amazon Aurora,"Relational, Multi-model",10.35,-0.53,-1.88,https://db-engines.com/en/system/Amazon+Aurora,"Relational DBMS,Document store"
49.,49.,49.,Hazelcast,"Key-value, Multi-model",9.11,-0.23,-0.39,https://db-engines.com/en/system/Hazelcast,"Key-value store,Document store"
50.,51.,55.,Oracle Essbase,Relational,8.88,+0.24,+0.48,https://db-engines.com/en/system/Oracle+Essbase,
51.,50.,50.,MarkLogic,Multi-model,8.84,-0.01,-0.61,https://db-engines.com/en/system/MarkLogic,"Document store,Native XML DBMS,RDF store,Search engine"
52.,52.,46.,etcd,Key-value,8.51,+0.01,-3.19,https://db-engines.com/en/system/etcd,
53.,54.,48.,H2,"Relational, Multi-model",8.46,+0.16,-1.65,https://db-engines.com/en/system/H2,"Relational DBMS,Spatial DBMS"
54.,53.,51.,Realm,Document,8.24,-0.09,-1.17,https://db-engines.com/en/system/Realm,
55.,55.,47.,Datastax Enterprise,"Wide column, Multi-model",8.20,+0.51,-2.54,https://db-engines.com/en/system/Datastax+Enterprise,"Wide column store,Document store,Graph DBMS,Spatial DBMS,Search engine"
56.,60.,52.,Kdb,"Time Series, Multi-model",7.31,+0.41,-1.80,https://db-engines.com/en/system/Kdb,"Time Series DBMS,Relational DBMS"
57.,57.,58.,CockroachDB,Relational,7.27,+0.08,-0.20,https://db-engines.com/en/system/CockroachDB,
58.,61.,56.,Microsoft Azure Search,Search engine,7.13,+0.35,-0.77,https://db-engines.com/en/system/Microsoft+Azure+Search,
59.,62.,66.,Prometheus,Time Series,7.06,+0.30,+0.67,https://db-engines.com/en/system/Prometheus,
60.,58.,54.,Algolia,Search engine,7.03,+0.02,-1.90,https://db-engines.com/en/system/Algolia,
61.,64.,75.,Google Cloud Datastore,Document,6.89,+0.22,+1.64,https://db-engines.com/en/system/Google+Cloud+Datastore,
62.,56.,59.,SingleStore,"Relational, Multi-model",6.78,-0.57,-0.55,https://db-engines.com/en/system/SingleStore,"Relational DBMS,Document store,Spatial DBMS,Time Series DBMS"
63.,63.,72.,Graphite,Time Series,6.75,+0.04,+1.16,https://db-engines.com/en/system/Graphite,
64.,59.,57.,Sphinx,Search engine,6.63,-0.30,-1.00,https://db-engines.com/en/system/Sphinx,
65.,66.,71.,Aerospike,Multi-model,6.56,+0.09,+0.95,https://db-engines.com/en/system/Aerospike,"Document store,Key-value store,Spatial DBMS"
66.,65.,61.,Microsoft Azure Data Explorer,"Relational, Multi-model",6.47,-0.07,-0.32,https://db-engines.com/en/system/Microsoft+Azure+Data+Explorer,"Relational DBMS,Document store,Event Store,Spatial DBMS,Search engine,Time Series DBMS"
67.,70.,64.,Interbase,Relational,6.23,+0.25,-0.23,https://db-engines.com/en/system/Interbase,
68.,68.,76.,Derby,Relational,6.14,+0.08,+0.93,https://db-engines.com/en/system/Derby,
69.,73.,74.,Virtuoso,Multi-model,6.11,+0.23,+0.72,https://db-engines.com/en/system/Virtuoso,"Document store,Graph DBMS,Native XML DBMS,Relational DBMS,RDF store,Search engine,Spatial DBMS"
70.,69.,67.,Ehcache,Key-value,6.04,+0.04,-0.34,https://db-engines.com/en/system/Ehcache,
71.,72.,62.,Jackrabbit,Content,6.03,+0.15,-0.51,https://db-engines.com/en/system/Jackrabbit,
72.,67.,65.,Ingres,Relational,5.94,-0.18,-0.50,https://db-engines.com/en/system/Ingres,
73.,74.,70.,Microsoft Azure Table Storage,Wide column,5.93,+0.11,+0.28,https://db-engines.com/en/system/Microsoft+Azure+Table+Storage,
74.,76.,84.,Google Cloud Bigtable,Multi-model,5.92,+0.45,+1.75,https://db-engines.com/en/system/Google+Cloud+Bigtable,"Key-value store,Wide column store"
75.,75.,86.,Accumulo,Wide column,5.75,+0.05,+1.82,https://db-engines.com/en/system/Accumulo,
76.,78.,68.,SAP SQL Anywhere,Relational,5.66,+0.40,-0.10,https://db-engines.com/en/system/SAP+SQL+Anywhere,
77.,77.,90.,ScyllaDB,"Wide column, Multi-model",5.63,+0.30,+1.75,https://db-engines.com/en/system/ScyllaDB,"Wide column store,Key-value store"
78.,71.,63.,Ignite,Multi-model,5.50,-0.40,-1.00,https://db-engines.com/en/system/Ignite,"Key-value store,Relational DBMS"
79.,80.,73.,ArangoDB,Multi-model,5.29,+0.22,-0.11,https://db-engines.com/en/system/ArangoDB,"Document store,Graph DBMS,Key-value store,Search engine"
80.,79.,60.,Riak KV,Key-value,5.14,-0.10,-1.78,https://db-engines.com/en/system/Riak+KV,
81.,82.,78.,Adabas,Multivalue,5.13,+0.35,+0.08,https://db-engines.com/en/system/Adabas,
82.,87.,108.,Apache Jena - TDB,RDF,5.09,+0.60,+2.19,https://db-engines.com/en/system/Apache+Jena+-+TDB,
83.,81.,69.,HyperSQL,Relational,4.92,-0.08,-0.83,https://db-engines.com/en/system/HyperSQL,
84.,84.,109.,Trino,"Relational, Multi-model",4.80,+0.24,+1.92,https://db-engines.com/en/system/Trino,"Relational DBMS,Document store,Key-value store,Spatial DBMS,Search engine,Time Series DBMS,Wide column store"
85.,89.,79.,OrientDB,Multi-model,4.54,+0.06,-0.49,https://db-engines.com/en/system/OrientDB,"Document store,Graph DBMS,Key-value store"
86.,93.,88.,"UniData,UniVerse",Multivalue,4.54,+0.22,+0.65,https://db-engines.com/en/system/UniData%2CUniVerse,
87.,92.,,GemFire,Key-value,4.52,+0.17,,https://db-engines.com/en/system/GemFire,
88.,85.,82.,TimescaleDB,"Time Series, Multi-model",4.51,-0.03,+0.13,https://db-engines.com/en/system/TimescaleDB,"Time Series DBMS,Relational DBMS"
89.,83.,77.,SAP IQ,Relational,4.51,-0.08,-0.61,https://db-engines.com/en/system/SAP+IQ,
90.,94.,81.,OpenEdge,Relational,4.49,+0.21,-0.18,https://db-engines.com/en/system/OpenEdge,
91.,88.,89.,RocksDB,Key-value,4.47,-0.02,+0.58,https://db-engines.com/en/system/RocksDB,
92.,91.,92.,Google Cloud Spanner,Relational,4.38,-0.02,+0.69,https://db-engines.com/en/system/Google+Cloud+Spanner,
93.,86.,117.,YugabyteDB,"Relational, Multi-model",4.38,-0.13,+2.04,https://db-engines.com/en/system/YugabyteDB,"Relational DBMS,Document store,Wide column store"
94.,90.,85.,IBM Cloudant,Document,4.35,-0.06,+0.41,https://db-engines.com/en/system/IBM+Cloudant,
95.,95.,91.,RavenDB,"Document, Multi-model",4.21,-0.04,+0.39,https://db-engines.com/en/system/RavenDB,"Document store,Graph DBMS,Spatial DBMS,Time Series DBMS"
96.,98.,102.,RethinkDB,"Document, Multi-model",3.85,+0.27,+0.78,https://db-engines.com/en/system/RethinkDB,"Document store,Spatial DBMS"
97.,99.,100.,Infinispan,Key-value,3.76,+0.19,+0.52,https://db-engines.com/en/system/Infinispan,
98.,96.,80.,Oracle NoSQL,Multi-model,3.70,-0.27,-1.15,https://db-engines.com/en/system/Oracle+NoSQL,"Document store,Key-value store,Relational DBMS"
99.,97.,99.,LevelDB,Key-value,3.55,-0.10,+0.29,https://db-engines.com/en/system/LevelDB,
100.,100.,95.,PouchDB,Document,3.52,+0.04,+0.05,https://db-engines.com/en/system/PouchDB,
101.,101.,83.,MaxDB,Relational,3.49,+0.03,-0.73,https://db-engines.com/en/system/MaxDB,
102.,103.,101.,Oracle Berkeley DB,Multi-model,3.24,-0.02,+0.13,https://db-engines.com/en/system/Oracle+Berkeley+DB,"Key-value store,Native XML DBMS"
103.,104.,104.,Apache Drill,Multi-model,3.19,-0.02,+0.15,https://db-engines.com/en/system/Apache+Drill,"Document store,Relational DBMS"
104.,105.,111.,Percona Server for MySQL,Relational,3.17,-0.02,+0.62,https://db-engines.com/en/system/Percona+Server+for+MySQL,
105.,108.,142.,Citus,"Relational, Multi-model",3.12,+0.10,+1.62,https://db-engines.com/en/system/Citus,"Relational DBMS,Document store"
106.,114.,113.,CloudKit,Document,3.07,+0.27,+0.66,https://db-engines.com/en/system/CloudKit,
107.,115.,116.,EDB Postgres,"Relational, Multi-model",3.03,+0.27,+0.67,https://db-engines.com/en/system/EDB+Postgres,"Relational DBMS,Document store,Spatial DBMS"
108.,102.,94.,TiDB,"Relational, Multi-model",3.01,-0.42,-0.50,https://db-engines.com/en/system/TiDB,"Relational DBMS,Document store"
109.,111.,98.,InterSystems Caché,Multi-model,3.01,+0.18,-0.26,https://db-engines.com/en/system/InterSystems+Cach%C3%A9,"Key-value store,Object oriented DBMS,Relational DBMS,Document store"
110.,116.,114.,RRDtool,Time Series,3.00,+0.30,+0.60,https://db-engines.com/en/system/RRDtool,
111.,109.,87.,SAP Advantage Database Server,Relational,2.98,-0.01,-0.95,https://db-engines.com/en/system/SAP+Advantage+Database+Server,
112.,106.,97.,Apache Phoenix,Relational,2.97,-0.13,-0.35,https://db-engines.com/en/system/Apache+Phoenix,
113.,122.,112.,LMDB,Key-value,2.86,+0.29,+0.33,https://db-engines.com/en/system/LMDB,
114.,113.,150.,DolphinDB,"Time Series, Multi-model",2.85,+0.05,+1.53,https://db-engines.com/en/system/DolphinDB,"Time Series DBMS,Relational DBMS"
115.,120.,110.,Oracle Coherence,Key-value,2.83,+0.21,+0.16,https://db-engines.com/en/system/Oracle+Coherence,
116.,107.,130.,InterSystems IRIS,Multi-model,2.82,-0.23,+1.00,https://db-engines.com/en/system/InterSystems+IRIS,"Document store,Key-value store,Object oriented DBMS,Relational DBMS"
117.,119.,115.,JanusGraph,Graph,2.79,+0.16,+0.44,https://db-engines.com/en/system/JanusGraph,
118.,125.,120.,Amazon SimpleDB,Key-value,2.74,+0.27,+0.56,https://db-engines.com/en/system/Amazon+SimpleDB,
119.,118.,103.,4D,Relational,2.74,+0.08,-0.33,https://db-engines.com/en/system/4D,
120.,110.,105.,IMS,Navigational,2.74,-0.17,-0.28,https://db-engines.com/en/system/IMS,
121.,112.,106.,Amazon Neptune,Multi-model,2.73,-0.08,-0.26,https://db-engines.com/en/system/Amazon+Neptune,"Graph DBMS,RDF store"
122.,117.,93.,EXASOL,Relational,2.73,+0.02,-0.87,https://db-engines.com/en/system/EXASOL,
123.,126.,149.,HEAVY.AI,"Relational, Multi-model",2.68,+0.26,+1.33,https://db-engines.com/en/system/HEAVY.AI,"Relational DBMS,Spatial DBMS"
124.,128.,131.,Geode,Key-value,2.52,+0.18,+0.71,https://db-engines.com/en/system/Geode,
125.,129.,96.,Apache Druid,Multi-model,2.49,+0.18,-0.91,https://db-engines.com/en/system/Apache+Druid,"Relational DBMS,Time Series DBMS"
126.,123.,118.,Amazon CloudSearch,Search engine,2.45,-0.09,+0.14,https://db-engines.com/en/system/Amazon+CloudSearch,
127.,124.,107.,GraphDB,Multi-model,2.44,-0.09,-0.49,https://db-engines.com/en/system/GraphDB,"Graph DBMS,RDF store"
128.,121.,129.,OpenTSDB,Time Series,2.44,-0.14,+0.61,https://db-engines.com/en/system/OpenTSDB,
129.,130.,125.,GridGain,Multi-model,2.41,+0.10,+0.47,https://db-engines.com/en/system/GridGain,"Key-value store,Relational DBMS"
130.,137.,210.,TDengine,"Time Series, Multi-model",2.40,+0.31,+1.70,https://db-engines.com/en/system/TDengine,"Time Series DBMS,Relational DBMS"
131.,134.,127.,MonetDB,"Relational, Multi-model",2.38,+0.21,+0.52,https://db-engines.com/en/system/MonetDB,"Relational DBMS,Document store,Spatial DBMS"
132.,131.,128.,Coveo,Search engine,2.37,+0.11,+0.52,https://db-engines.com/en/system/Coveo,
133.,136.,133.,Datomic,Relational,2.29,+0.19,+0.51,https://db-engines.com/en/system/Datomic,
134.,127.,138.,VoltDB,Relational,2.29,-0.11,+0.60,https://db-engines.com/en/system/VoltDB,
135.,132.,123.,SpatiaLite,"Spatial DBMS, Multi-model",2.25,+0.02,+0.28,https://db-engines.com/en/system/SpatiaLite,"Spatial DBMS,Relational DBMS"
136.,138.,121.,Tibero,Relational,2.22,+0.15,+0.18,https://db-engines.com/en/system/Tibero,
137.,133.,119.,TigerGraph,Graph,2.16,-0.04,-0.08,https://db-engines.com/en/system/TigerGraph,
138.,140.,132.,TimesTen,Relational,2.14,+0.12,+0.33,https://db-engines.com/en/system/TimesTen,
139.,142.,137.,Db4o,Object oriented,2.08,+0.12,+0.39,https://db-engines.com/en/system/Db4o,
140.,145.,126.,jBASE,Multivalue,2.06,+0.17,+0.14,https://db-engines.com/en/system/jBASE,
141.,135.,124.,IBM Db2 warehouse,Relational,2.04,-0.10,+0.10,https://db-engines.com/en/system/IBM+Db2+warehouse,
142.,147.,143.,ObjectStore,Object oriented,2.04,+0.17,+0.57,https://db-engines.com/en/system/ObjectStore,
143.,153.,275.,DuckDB,Relational,2.01,+0.33,+1.74,https://db-engines.com/en/system/DuckDB,
144.,143.,139.,BaseX,Native XML,1.99,+0.08,+0.33,https://db-engines.com/en/system/BaseX,
145.,159.,,OceanBase,"Relational, Multi-model",1.98,+0.39,,https://db-engines.com/en/system/OceanBase,"Relational DBMS,Document store,Wide column store"
146.,139.,145.,GridDB,"Time Series, Multi-model",1.97,-0.08,+0.53,https://db-engines.com/en/system/GridDB,"Time Series DBMS,Key-value store,Relational DBMS"
147.,144.,161.,QuestDB,"Time Series, Multi-model",1.95,+0.05,+0.76,https://db-engines.com/en/system/QuestDB,"Time Series DBMS,Relational DBMS"
148.,141.,135.,Amazon DocumentDB,Document,1.90,-0.09,+0.13,https://db-engines.com/en/system/Amazon+DocumentDB,
149.,149.,151.,Fauna,Multi-model,1.89,+0.12,+0.57,https://db-engines.com/en/system/Fauna,"Document store,Graph DBMS,Relational DBMS,Time Series DBMS"
150.,154.,156.,SQLBase,Relational,1.89,+0.21,+0.59,https://db-engines.com/en/system/SQLBase,
151.,146.,141.,Tarantool,"Key-value, Multi-model",1.87,-0.01,+0.35,https://db-engines.com/en/system/Tarantool,"Key-value store,Document store,Relational DBMS,Spatial DBMS"
152.,152.,140.,Mnesia,Document,1.86,+0.18,+0.27,https://db-engines.com/en/system/Mnesia,
153.,148.,136.,Dgraph,Graph,1.86,+0.06,+0.14,https://db-engines.com/en/system/Dgraph,
154.,166.,163.,NebulaGraph,Graph,1.79,+0.28,+0.63,https://db-engines.com/en/system/NebulaGraph,
155.,157.,167.,LiteDB,Document,1.75,+0.14,+0.63,https://db-engines.com/en/system/LiteDB,
156.,156.,147.,Datameer,Document,1.74,+0.13,+0.34,https://db-engines.com/en/system/Datameer,
157.,165.,166.,GBase,Relational,1.69,+0.17,+0.56,https://db-engines.com/en/system/GBase,
158.,178.,259.,Memgraph,Graph,1.68,+0.36,+1.30,https://db-engines.com/en/system/Memgraph,
159.,160.,153.,Actian NoSQL Database,Object oriented,1.67,+0.09,+0.35,https://db-engines.com/en/system/Actian+NoSQL+Database,
160.,164.,164.,Empress,Relational,1.65,+0.13,+0.50,https://db-engines.com/en/system/Empress,
161.,169.,172.,DataEase,Relational,1.64,+0.18,+0.57,https://db-engines.com/en/system/DataEase,
162.,,,Firebolt,Relational,1.64,,,https://db-engines.com/en/system/Firebolt,
163.,155.,122.,Stardog,Multi-model,1.63,+0.01,-0.35,https://db-engines.com/en/system/Stardog,"Graph DBMS,RDF store"
164.,151.,148.,Apache Kylin,Relational,1.63,-0.07,+0.25,https://db-engines.com/en/system/Apache+Kylin,
165.,176.,165.,SQL.JS,Relational,1.62,+0.25,+0.48,https://db-engines.com/en/system/SQL.JS,
166.,168.,168.,NonStop SQL,Relational,1.60,+0.12,+0.50,https://db-engines.com/en/system/NonStop+SQL,
167.,150.,157.,FoundationDB,Multi-model,1.60,-0.16,+0.31,https://db-engines.com/en/system/FoundationDB,"Document store,Key-value store,Relational DBMS"
168.,172.,158.,Cubrid,Relational,1.59,+0.17,+0.34,https://db-engines.com/en/system/Cubrid,
169.,163.,154.,Giraph,Graph,1.59,+0.06,+0.28,https://db-engines.com/en/system/Giraph,
170.,158.,179.,ObjectBox,"Object oriented, Multi-model",1.57,-0.03,+0.63,https://db-engines.com/en/system/ObjectBox,"Object oriented DBMS,Time Series DBMS"
171.,161.,160.,Oracle Rdb,Relational,1.53,-0.04,+0.33,https://db-engines.com/en/system/Oracle+Rdb,
172.,173.,173.,Altibase,Relational,1.53,+0.12,+0.49,https://db-engines.com/en/system/Altibase,
173.,170.,134.,mSQL,Relational,1.51,+0.05,-0.26,https://db-engines.com/en/system/mSQL,
174.,167.,170.,Infobright,Relational,1.47,-0.03,+0.38,https://db-engines.com/en/system/Infobright,
175.,183.,,MatrixOne,Relational,1.44,+0.19,,https://db-engines.com/en/system/MatrixOne,
176.,180.,178.,ZODB,Key-value,1.44,+0.18,+0.49,https://db-engines.com/en/system/ZODB,
177.,185.,184.,GigaSpaces,Multi-model,1.43,+0.20,+0.55,https://db-engines.com/en/system/GigaSpaces,"Document store,Object oriented DBMS,Graph DBMS,Search engine"
178.,162.,146.,GT.M,Key-value,1.42,-0.13,+0.00,https://db-engines.com/en/system/GT.M,
179.,171.,171.,Apache HAWQ,Relational,1.42,0.00,+0.34,https://db-engines.com/en/system/Apache+HAWQ,
180.,175.,144.,HFSQL,Relational,1.41,+0.04,-0.03,https://db-engines.com/en/system/HFSQL,
181.,181.,159.,Model 204,Multivalue,1.41,+0.15,+0.20,https://db-engines.com/en/system/Model+204,
182.,177.,203.,TypeDB,Multi-model,1.39,+0.05,+0.65,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Relational DBMS"
183.,184.,181.,NCache,"Key-value, Multi-model",1.35,+0.12,+0.43,https://db-engines.com/en/system/NCache,"Key-value store,Document store,Search engine"
184.,190.,195.,Actian Vector,Relational,1.35,+0.16,+0.55,https://db-engines.com/en/system/Actian+Vector,
185.,187.,152.,1010data,Relational,1.34,+0.14,+0.02,https://db-engines.com/en/system/1010data,
186.,189.,176.,NuoDB,Relational,1.34,+0.15,+0.34,https://db-engines.com/en/system/NuoDB,
187.,174.,155.,AllegroGraph,Multi-model,1.33,-0.06,+0.02,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Spatial DBMS"
188.,192.,,openGauss,"Relational, Multi-model",1.31,+0.14,,https://db-engines.com/en/system/openGauss,"Relational DBMS,Document store,Spatial DBMS"
189.,193.,199.,Perst,Object oriented,1.30,+0.13,+0.52,https://db-engines.com/en/system/Perst,
190.,182.,190.,HPE Ezmeral Data Fabric,Multi-model,1.29,+0.04,+0.45,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
191.,179.,,Pinecone,Search engine,1.29,+0.02,,https://db-engines.com/en/system/Pinecone,
192.,195.,191.,Matisse,Object oriented,1.27,+0.11,+0.45,https://db-engines.com/en/system/Matisse,
193.,188.,174.,EventStoreDB,Event,1.27,+0.07,+0.23,https://db-engines.com/en/system/EventStoreDB,
194.,194.,213.,RDF4J,RDF,1.26,+0.09,+0.58,https://db-engines.com/en/system/RDF4J,
195.,199.,193.,solidDB,Relational,1.24,+0.13,+0.43,https://db-engines.com/en/system/solidDB,
196.,210.,248.,Hibari,Key-value,1.21,+0.21,+0.76,https://db-engines.com/en/system/Hibari,
197.,196.,201.,Xapian,Search engine,1.19,+0.06,+0.43,https://db-engines.com/en/system/Xapian,
198.,197.,182.,Blazegraph,Multi-model,1.18,+0.06,+0.27,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
199.,198.,169.,Amazon Timestream,Time Series,1.15,+0.04,+0.05,https://db-engines.com/en/system/Amazon+Timestream,
200.,191.,180.,IDMS,Navigational,1.15,-0.04,+0.22,https://db-engines.com/en/system/IDMS,
201.,186.,175.,Sedna,Native XML,1.13,-0.09,+0.10,https://db-engines.com/en/system/Sedna,
202.,203.,192.,eXist-db,Native XML,1.12,+0.05,+0.31,https://db-engines.com/en/system/eXist-db,
203.,215.,188.,Dolt,"Relational, Multi-model",1.11,+0.18,+0.24,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
204.,205.,,Meilisearch,Search engine,1.09,+0.03,,https://db-engines.com/en/system/Meilisearch,
205.,216.,216.,WebSphere eXtreme Scale,Key-value,1.09,+0.16,+0.43,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
206.,206.,197.,Kognitio,Relational,1.08,+0.03,+0.29,https://db-engines.com/en/system/Kognitio,
207.,214.,280.,M3DB,Time Series,1.08,+0.13,+0.84,https://db-engines.com/en/system/M3DB,
208.,200.,187.,Graph Engine,Multi-model,1.08,+0.01,+0.22,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
209.,209.,162.,D3,Multivalue,1.07,+0.05,-0.09,https://db-engines.com/en/system/D3,
210.,213.,214.,KairosDB,Time Series,1.06,+0.09,+0.38,https://db-engines.com/en/system/KairosDB,
211.,207.,186.,FrontBase,Relational,1.05,+0.02,+0.18,https://db-engines.com/en/system/FrontBase,
