Rank_Apr-2024,Rank_Mar-2024,Rank_Apr-2023,DBMS,Database Model,Score_Apr-2024,Score_Mar-2024,Score_Apr-2023,DBMS_insitelink,Multi_model_info
14.,14.,14.,Splunk,Search engine,88.71,-0.97,+3.27,https://db-engines.com/en/system/Splunk,
15.,15.,15.,Microsoft Azure SQL Database,"Relational, Multi-model",78.40,-0.11,-0.66,https://db-engines.com/en/system/Microsoft+Azure+SQL+Database,"Relational DBMS,Document store,Graph DBMS,Spatial DBMS"
16.,16.,16.,Amazon DynamoDB,Multi-model,77.57,-0.15,+0.12,https://db-engines.com/en/system/Amazon+DynamoDB,"Document store,Key-value store"
17.,17.,19.,Databricks,Multi-model,76.33,+1.99,+15.36,https://db-engines.com/en/system/Databricks,"Document store,Relational DBMS"
18.,18.,17.,Hive,Relational,62.59,-2.24,-9.07,https://db-engines.com/en/system/Hive,
19.,19.,20.,Google BigQuery,Relational,61.90,-0.77,+8.59,https://db-engines.com/en/system/Google+BigQuery,
20.,21.,23.,FileMaker,Relational,49.73,+0.92,-0.27,https://db-engines.com/en/system/FileMaker,
21.,20.,18.,Teradata,"Relational, Multi-model",47.84,-1.10,-13.75,https://db-engines.com/en/system/Teradata,"Relational DBMS,Document store,Graph DBMS,Spatial DBMS,Time Series DBMS"
22.,22.,22.,SAP HANA,"Relational, Multi-model",45.84,+0.35,-5.24,https://db-engines.com/en/system/SAP+HANA,"Relational DBMS,Document store,Graph DBMS,Spatial DBMS"
23.,23.,21.,Neo4j,Graph,44.47,+0.11,-7.13,https://db-engines.com/en/system/Neo4j,
24.,24.,24.,Solr,"Search engine, Multi-model",44.28,+0.37,-3.94,https://db-engines.com/en/system/Solr,"Search engine,Spatial DBMS"
25.,25.,25.,SAP Adaptive Server,"Relational, Multi-model",37.12,-0.37,-5.75,https://db-engines.com/en/system/SAP+Adaptive+Server,"Relational DBMS,Spatial DBMS"
26.,26.,26.,HBase,Wide column,31.25,-0.35,-6.55,https://db-engines.com/en/system/HBase,
27.,27.,27.,Microsoft Azure Cosmos DB,Multi-model,29.85,-0.54,-5.23,https://db-engines.com/en/system/Microsoft+Azure+Cosmos+DB,"Document store,Graph DBMS,Key-value store,Wide column store,Spatial DBMS"
28.,28.,29.,InfluxDB,"Time Series, Multi-model",26.56,-0.33,-2.03,https://db-engines.com/en/system/InfluxDB,"Time Series DBMS,Spatial DBMS"
29.,29.,28.,PostGIS,"Spatial, Multi-model",23.90,-0.82,-5.51,https://db-engines.com/en/system/PostGIS,"Spatial DBMS,Relational DBMS"
30.,30.,34.,Microsoft Azure Synapse Analytics,Relational,22.71,-1.24,+1.63,https://db-engines.com/en/system/Microsoft+Azure+Synapse+Analytics,
31.,31.,31.,Firebird,Relational,21.06,-1.39,-2.27,https://db-engines.com/en/system/Firebird,
32.,32.,32.,Memcached,Key-value,20.74,-0.07,-1.25,https://db-engines.com/en/system/Memcached,
33.,34.,35.,Spark SQL,Relational,19.15,-0.41,-0.47,https://db-engines.com/en/system/Spark+SQL,
34.,33.,36.,Amazon Redshift,Relational,19.03,-1.60,-0.42,https://db-engines.com/en/system/Amazon+Redshift,
35.,35.,33.,Informix,"Relational, Multi-model",18.85,-0.62,-2.64,https://db-engines.com/en/system/Informix,"Relational DBMS,Document store,Spatial DBMS,Time Series DBMS"
36.,36.,30.,Couchbase,"Document, Multi-model",18.46,-0.69,-5.30,https://db-engines.com/en/system/Couchbase,"Document store,Key-value store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS"
37.,37.,44.,ClickHouse,"Relational, Multi-model",16.20,-0.11,+2.33,https://db-engines.com/en/system/ClickHouse,"Relational DBMS,Time Series DBMS"
38.,40.,47.,OpenSearch,"Search engine, Multi-model",15.65,+0.93,+4.56,https://db-engines.com/en/system/OpenSearch,"Search engine,Vector DBMS"
39.,38.,37.,Firebase Realtime Database,Document,15.00,-0.07,-3.22,https://db-engines.com/en/system/Firebase+Realtime+Database,
40.,39.,38.,Apache Impala,"Relational, Multi-model",14.03,-1.03,-3.56,https://db-engines.com/en/system/Apache+Impala,"Relational DBMS,Document store"
41.,41.,45.,Apache Flink,Relational,12.40,-1.01,-1.27,https://db-engines.com/en/system/Apache+Flink,
42.,42.,43.,Presto,Relational,12.00,-1.05,-2.12,https://db-engines.com/en/system/Presto,
43.,44.,39.,Vertica,"Relational, Multi-model",11.40,-0.36,-4.58,https://db-engines.com/en/system/Vertica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
44.,43.,41.,dBASE,Relational,11.18,-1.07,-3.53,https://db-engines.com/en/system/dBASE,
45.,45.,42.,CouchDB,"Document, Multi-model",10.26,-1.47,-4.36,https://db-engines.com/en/system/CouchDB,"Document store,Spatial DBMS"
46.,46.,40.,Netezza,Relational,10.18,-1.02,-4.76,https://db-engines.com/en/system/Netezza,
47.,48.,48.,Greenplum,"Relational, Multi-model",9.23,+0.03,-1.03,https://db-engines.com/en/system/Greenplum,"Relational DBMS,Document store,Spatial DBMS"
48.,47.,46.,Google Cloud Firestore,Document,8.96,-1.01,-2.13,https://db-engines.com/en/system/Google+Cloud+Firestore,
49.,49.,49.,Amazon Aurora,"Relational, Multi-model",8.50,-0.54,-0.93,https://db-engines.com/en/system/Amazon+Aurora,"Relational DBMS,Document store"
50.,50.,53.,H2,"Relational, Multi-model",8.22,+0.08,-0.19,https://db-engines.com/en/system/H2,"Relational DBMS,Spatial DBMS"
51.,51.,58.,Prometheus,Time Series,7.92,-0.08,+0.93,https://db-engines.com/en/system/Prometheus,
52.,52.,55.,Realm,Document,7.71,+0.01,-0.57,https://db-engines.com/en/system/Realm,
53.,53.,52.,Kdb,Multi-model,7.70,+0.02,-0.76,https://db-engines.com/en/system/Kdb,"Time Series DBMS,Vector DBMS,Relational DBMS"
54.,55.,51.,etcd,Key-value,7.64,-0.02,-0.99,https://db-engines.com/en/system/etcd,
55.,54.,56.,Hazelcast,"Key-value, Multi-model",6.87,-0.79,-0.89,https://db-engines.com/en/system/Hazelcast,"Key-value store,Document store"
56.,56.,54.,MarkLogic,Multi-model,6.50,-0.57,-1.84,https://db-engines.com/en/system/MarkLogic,"Document store,Native XML DBMS,RDF store,Search engine"
57.,57.,60.,Datastax Enterprise,"Wide column, Multi-model",6.31,-0.76,-0.48,https://db-engines.com/en/system/Datastax+Enterprise,"Wide column store,Document store,Graph DBMS,Spatial DBMS,Search engine,Vector DBMS"
58.,60.,64.,CockroachDB,Relational,6.10,-0.29,-0.43,https://db-engines.com/en/system/CockroachDB,
59.,59.,66.,Aerospike,Multi-model,6.10,-0.41,-0.30,https://db-engines.com/en/system/Aerospike,"Document store,Graph DBMS,Key-value store,Spatial DBMS"
60.,61.,59.,Sphinx,Search engine,6.03,-0.03,-0.77,https://db-engines.com/en/system/Sphinx,
61.,62.,62.,SingleStore,"Relational, Multi-model",5.91,-0.12,-0.69,https://db-engines.com/en/system/SingleStore,"Relational DBMS,Document store,Spatial DBMS,Time Series DBMS,Vector DBMS"
62.,58.,50.,Oracle Essbase,Relational,5.83,-0.85,-3.03,https://db-engines.com/en/system/Oracle+Essbase,
63.,64.,57.,Algolia,Search engine,5.72,-0.22,-1.69,https://db-engines.com/en/system/Algolia,
64.,66.,61.,Microsoft Azure AI Search,"Search engine, Multi-model",5.71,-0.01,-0.99,https://db-engines.com/en/system/Microsoft+Azure+AI+Search,"Search engine,Vector DBMS"
65.,68.,67.,Jackrabbit,Content,5.34,-0.25,-1.05,https://db-engines.com/en/system/Jackrabbit,
66.,63.,63.,Derby,Relational,5.30,-0.66,-1.30,https://db-engines.com/en/system/Derby,
67.,67.,74.,ScyllaDB,"Wide column, Multi-model",5.27,-0.42,-0.58,https://db-engines.com/en/system/ScyllaDB,"Wide column store,Key-value store"
68.,69.,71.,Ehcache,Key-value,5.23,-0.32,-0.91,https://db-engines.com/en/system/Ehcache,
69.,65.,72.,Microsoft Azure Data Explorer,"Relational, Multi-model",5.16,-0.66,-0.75,https://db-engines.com/en/system/Microsoft+Azure+Data+Explorer,"Relational DBMS,Document store,Event Store,Spatial DBMS,Search engine,Time Series DBMS"
70.,73.,77.,Trino,"Relational, Multi-model",5.10,-0.12,-0.30,https://db-engines.com/en/system/Trino,"Relational DBMS,Document store,Key-value store,Spatial DBMS,Search engine,Time Series DBMS,Wide column store"
71.,70.,65.,Interbase,Relational,5.04,-0.47,-1.37,https://db-engines.com/en/system/Interbase,
72.,75.,115.,TiDB,"Relational, Multi-model",4.94,-0.20,+2.06,https://db-engines.com/en/system/TiDB,"Relational DBMS,Document store"
73.,71.,75.,Microsoft Azure Table Storage,Wide column,4.92,-0.43,-0.76,https://db-engines.com/en/system/Microsoft+Azure+Table+Storage,
74.,72.,87.,TimescaleDB,"Time Series, Multi-model",4.87,-0.46,+0.50,https://db-engines.com/en/system/TimescaleDB,"Time Series DBMS,Relational DBMS"
75.,79.,68.,Graphite,Time Series,4.75,-0.09,-1.55,https://db-engines.com/en/system/Graphite,
76.,81.,126.,DuckDB,Relational,4.68,+0.22,+2.11,https://db-engines.com/en/system/DuckDB,
77.,74.,69.,Ingres,Relational,4.67,-0.49,-1.61,https://db-engines.com/en/system/Ingres,
78.,77.,76.,SAP SQL Anywhere,Relational,4.57,-0.31,-0.82,https://db-engines.com/en/system/SAP+SQL+Anywhere,
79.,78.,73.,Google Cloud Datastore,Document,4.49,-0.39,-1.41,https://db-engines.com/en/system/Google+Cloud+Datastore,
80.,76.,79.,Riak KV,Key-value,4.44,-0.51,-0.75,https://db-engines.com/en/system/Riak+KV,
81.,91.,104.,InterSystems IRIS,Multi-model,4.39,+0.57,+1.19,https://db-engines.com/en/system/InterSystems+IRIS,"Document store,Key-value store,Object oriented DBMS,Relational DBMS"
82.,85.,123.,DolphinDB,"Time Series, Multi-model",4.23,+0.09,+1.62,https://db-engines.com/en/system/DolphinDB,"Time Series DBMS,Relational DBMS"
83.,82.,70.,Virtuoso,Multi-model,4.20,-0.19,-2.04,https://db-engines.com/en/system/Virtuoso,"Document store,Graph DBMS,Native XML DBMS,Relational DBMS,RDF store,Search engine,Spatial DBMS"
84.,80.,89.,RocksDB,Key-value,4.00,-0.52,-0.30,https://db-engines.com/en/system/RocksDB,
85.,83.,81.,HyperSQL,Relational,3.90,-0.40,-1.25,https://db-engines.com/en/system/HyperSQL,
86.,88.,83.,Apache Jena - TDB,RDF,3.85,-0.12,-1.22,https://db-engines.com/en/system/Apache+Jena+-+TDB,
87.,84.,85.,ArangoDB,Multi-model,3.77,-0.45,-1.03,https://db-engines.com/en/system/ArangoDB,"Document store,Graph DBMS,Key-value store,Search engine"
88.,94.,88.,OpenEdge,Relational,3.75,+0.23,-0.58,https://db-engines.com/en/system/OpenEdge,
89.,86.,78.,Ignite,Multi-model,3.64,-0.40,-1.69,https://db-engines.com/en/system/Ignite,"Key-value store,Relational DBMS"
90.,92.,80.,Accumulo,Wide column,3.61,-0.17,-1.57,https://db-engines.com/en/system/Accumulo,
91.,87.,82.,Adabas,Multivalue,3.58,-0.46,-1.52,https://db-engines.com/en/system/Adabas,
92.,90.,84.,Google Cloud Bigtable,Multi-model,3.58,-0.29,-1.34,https://db-engines.com/en/system/Google+Cloud+Bigtable,"Key-value store,Wide column store"
93.,89.,86.,"UniData,UniVerse",Multivalue,3.47,-0.46,-1.07,https://db-engines.com/en/system/UniData%2CUniVerse,
94.,98.,177.,Pinecone,Vector,3.29,-0.05,+1.82,https://db-engines.com/en/system/Pinecone,
95.,99.,117.,Apache Druid,Multi-model,3.29,-0.05,+0.53,https://db-engines.com/en/system/Apache+Druid,"Relational DBMS,Time Series DBMS"
96.,93.,90.,SAP IQ,Relational,3.27,-0.31,-0.86,https://db-engines.com/en/system/SAP+IQ,
97.,96.,92.,OrientDB,Multi-model,3.27,-0.11,-0.79,https://db-engines.com/en/system/OrientDB,"Document store,Graph DBMS,Key-value store"
98.,104.,95.,GemFire,"Key-value, Multi-model",3.12,-0.03,-0.84,https://db-engines.com/en/system/GemFire,"Key-value store,Document store"
99.,103.,98.,YugabyteDB,"Relational, Multi-model",3.11,-0.10,-0.43,https://db-engines.com/en/system/YugabyteDB,"Relational DBMS,Document store,Wide column store"
100.,106.,129.,GraphDB,Multi-model,3.10,+0.19,+0.76,https://db-engines.com/en/system/GraphDB,"Graph DBMS,RDF store"
101.,95.,94.,RavenDB,"Document, Multi-model",3.01,-0.46,-0.96,https://db-engines.com/en/system/RavenDB,"Document store,Graph DBMS,Spatial DBMS,Time Series DBMS"
102.,105.,143.,Memgraph,Graph,3.00,-0.09,+0.88,https://db-engines.com/en/system/Memgraph,
103.,101.,96.,Oracle NoSQL,Multi-model,2.96,-0.30,-0.83,https://db-engines.com/en/system/Oracle+NoSQL,"Document store,Key-value store,Relational DBMS"
104.,102.,99.,Infinispan,Key-value,2.92,-0.29,-0.54,https://db-engines.com/en/system/Infinispan,
105.,97.,93.,Google Cloud Spanner,Relational,2.89,-0.47,-1.11,https://db-engines.com/en/system/Google+Cloud+Spanner,
106.,110.,97.,RethinkDB,"Document, Multi-model",2.84,+0.03,-0.92,https://db-engines.com/en/system/RethinkDB,"Document store,Spatial DBMS"
107.,100.,101.,LevelDB,Key-value,2.75,-0.57,-0.62,https://db-engines.com/en/system/LevelDB,
108.,113.,91.,IBM Cloudant,Document,2.73,-0.06,-1.36,https://db-engines.com/en/system/IBM+Cloudant,
109.,116.,124.,TDengine,"Time Series, Multi-model",2.68,+0.04,+0.07,https://db-engines.com/en/system/TDengine,"Time Series DBMS,Relational DBMS"
110.,111.,118.,4D,Relational,2.68,-0.12,-0.07,https://db-engines.com/en/system/4D,
111.,107.,100.,MaxDB,Relational,2.65,-0.22,-0.76,https://db-engines.com/en/system/MaxDB,
112.,109.,121.,Amazon Neptune,Multi-model,2.58,-0.24,-0.11,https://db-engines.com/en/system/Amazon+Neptune,"Graph DBMS,RDF store"
113.,108.,116.,CloudKit,Document,2.58,-0.29,-0.21,https://db-engines.com/en/system/CloudKit,
114.,112.,102.,Oracle Berkeley DB,Multi-model,2.52,-0.28,-0.77,https://db-engines.com/en/system/Oracle+Berkeley+DB,"Key-value store,Native XML DBMS"
115.,115.,137.,QuestDB,"Time Series, Multi-model",2.48,-0.21,+0.24,https://db-engines.com/en/system/QuestDB,"Time Series DBMS,Relational DBMS"
116.,114.,103.,PouchDB,Document,2.35,-0.35,-0.92,https://db-engines.com/en/system/PouchDB,
117.,122.,132.,Coveo,Search engine,2.34,-0.11,+0.07,https://db-engines.com/en/system/Coveo,
118.,117.,113.,LMDB,Key-value,2.33,-0.29,-0.65,https://db-engines.com/en/system/LMDB,
119.,118.,111.,Apache Drill,Multi-model,2.28,-0.30,-0.80,https://db-engines.com/en/system/Apache+Drill,"Document store,Relational DBMS"
120.,119.,119.,EXASOL,Relational,2.25,-0.22,-0.50,https://db-engines.com/en/system/EXASOL,
121.,125.,109.,Percona Server for MySQL,Relational,2.21,-0.14,-0.91,https://db-engines.com/en/system/Percona+Server+for+MySQL,
122.,121.,107.,EDB Postgres,"Relational, Multi-model",2.18,-0.28,-0.97,https://db-engines.com/en/system/EDB+Postgres,"Relational DBMS,Document store,Spatial DBMS"
123.,129.,122.,Citus,"Relational, Multi-model",2.15,-0.06,-0.52,https://db-engines.com/en/system/Citus,"Relational DBMS,Document store"
124.,120.,106.,RRDtool,Time Series,2.14,-0.33,-1.06,https://db-engines.com/en/system/RRDtool,
125.,124.,141.,NebulaGraph,Graph,2.12,-0.24,-0.05,https://db-engines.com/en/system/NebulaGraph,
126.,127.,108.,HEAVY.AI,"Relational, Multi-model",2.10,-0.20,-1.05,https://db-engines.com/en/system/HEAVY.AI,"Relational DBMS,Spatial DBMS"
127.,128.,,Chroma,Vector,2.09,-0.18,,https://db-engines.com/en/system/Chroma,
128.,130.,161.,Firebolt,Relational,2.09,-0.07,+0.37,https://db-engines.com/en/system/Firebolt,
129.,136.,160.,Stardog,Multi-model,2.05,+0.02,+0.34,https://db-engines.com/en/system/Stardog,"Graph DBMS,RDF store"
130.,131.,110.,Apache Phoenix,Relational,2.02,-0.07,-1.07,https://db-engines.com/en/system/Apache+Phoenix,
131.,126.,127.,Oracle Coherence,Key-value,2.02,-0.31,-0.49,https://db-engines.com/en/system/Oracle+Coherence,
132.,137.,147.,GridDB,"Time Series, Multi-model",2.02,+0.02,-0.01,https://db-engines.com/en/system/GridDB,"Time Series DBMS,Key-value store,Relational DBMS"
133.,123.,120.,Geode,Key-value,1.99,-0.39,-0.74,https://db-engines.com/en/system/Geode,
134.,134.,152.,Empress,Relational,1.98,-0.09,+0.06,https://db-engines.com/en/system/Empress,
135.,135.,128.,JanusGraph,Graph,1.91,-0.13,-0.53,https://db-engines.com/en/system/JanusGraph,
136.,141.,150.,BaseX,Native XML,1.90,-0.06,-0.06,https://db-engines.com/en/system/BaseX,
137.,148.,154.,Amazon DocumentDB,Document,1.89,+0.09,+0.06,https://db-engines.com/en/system/Amazon+DocumentDB,
138.,138.,274.,Weaviate,Vector,1.89,-0.11,+1.36,https://db-engines.com/en/system/Weaviate,
139.,145.,125.,Amazon SimpleDB,Key-value,1.88,-0.02,-0.69,https://db-engines.com/en/system/Amazon+SimpleDB,
140.,133.,130.,Amazon CloudSearch,Search engine,1.87,-0.21,-0.46,https://db-engines.com/en/system/Amazon+CloudSearch,
141.,143.,146.,TigerGraph,Graph,1.83,-0.09,-0.19,https://db-engines.com/en/system/TigerGraph,
142.,142.,112.,IMS,Navigational,1.81,-0.12,-1.21,https://db-engines.com/en/system/IMS,
143.,139.,139.,Tibero,Relational,1.81,-0.17,-0.37,https://db-engines.com/en/system/Tibero,
144.,150.,240.,Milvus,Vector,1.81,+0.11,+1.06,https://db-engines.com/en/system/Milvus,
145.,132.,145.,Datomic,Relational,1.76,-0.32,-0.27,https://db-engines.com/en/system/Datomic,
146.,144.,208.,PlanetScale,"Relational, Multi-model",1.75,-0.17,+0.65,https://db-engines.com/en/system/PlanetScale,"Relational DBMS,Document store,Spatial DBMS"
147.,147.,140.,OpenTSDB,Time Series,1.73,-0.10,-0.44,https://db-engines.com/en/system/OpenTSDB,
148.,149.,136.,MonetDB,"Relational, Multi-model",1.72,-0.06,-0.54,https://db-engines.com/en/system/MonetDB,"Relational DBMS,Document store,Spatial DBMS"
149.,140.,138.,SpatiaLite,"Spatial, Multi-model",1.72,-0.26,-0.46,https://db-engines.com/en/system/SpatiaLite,"Spatial DBMS,Relational DBMS"
150.,146.,156.,Tarantool,Multi-model,1.67,-0.21,-0.13,https://db-engines.com/en/system/Tarantool,"Document store,Key-value store,Relational DBMS,Spatial DBMS"
151.,170.,176.,mSQL,Relational,1.67,+0.26,+0.20,https://db-engines.com/en/system/mSQL,
152.,154.,153.,Actian NoSQL Database,Object oriented,1.58,-0.07,-0.29,https://db-engines.com/en/system/Actian+NoSQL+Database,
153.,160.,131.,OceanBase,"Relational, Multi-model",1.56,-0.03,-0.77,https://db-engines.com/en/system/OceanBase,"Relational DBMS,Document store,Wide column store"
154.,155.,158.,Fauna,Multi-model,1.55,-0.08,-0.20,https://db-engines.com/en/system/Fauna,"Document store,Graph DBMS,Relational DBMS,Time Series DBMS"
155.,158.,134.,GridGain,Multi-model,1.53,-0.06,-0.73,https://db-engines.com/en/system/GridGain,"Key-value store,Relational DBMS"
156.,163.,144.,Db4o,Object oriented,1.52,-0.06,-0.53,https://db-engines.com/en/system/Db4o,
157.,161.,190.,Sedna,Native XML,1.51,-0.08,+0.22,https://db-engines.com/en/system/Sedna,
158.,164.,164.,Dgraph,Graph,1.48,-0.05,-0.17,https://db-engines.com/en/system/Dgraph,
159.,165.,142.,VoltDB,Relational,1.46,-0.05,-0.68,https://db-engines.com/en/system/VoltDB,
160.,151.,133.,jBASE,Multivalue,1.43,-0.25,-0.84,https://db-engines.com/en/system/jBASE,
161.,162.,205.,VictoriaMetrics,Time Series,1.42,-0.16,+0.31,https://db-engines.com/en/system/VictoriaMetrics,
162.,152.,148.,Mnesia,Document,1.41,-0.24,-0.60,https://db-engines.com/en/system/Mnesia,
163.,167.,199.,D3,Multivalue,1.40,-0.04,+0.24,https://db-engines.com/en/system/D3,
164.,159.,151.,ObjectStore,Object oriented,1.35,-0.24,-0.61,https://db-engines.com/en/system/ObjectStore,
165.,157.,135.,TimesTen,Relational,1.35,-0.24,-0.91,https://db-engines.com/en/system/TimesTen,
166.,156.,149.,IBM Db2 warehouse,Relational,1.34,-0.27,-0.65,https://db-engines.com/en/system/IBM+Db2+warehouse,
167.,171.,155.,SQLBase,Relational,1.34,-0.05,-0.47,https://db-engines.com/en/system/SQLBase,
168.,153.,169.,LiteDB,Document,1.31,-0.33,-0.28,https://db-engines.com/en/system/LiteDB,
169.,168.,159.,Cubrid,Relational,1.31,-0.13,-0.41,https://db-engines.com/en/system/Cubrid,
170.,172.,189.,HFSQL,Relational,1.28,-0.07,-0.02,https://db-engines.com/en/system/HFSQL,
171.,176.,314.,Qdrant,Vector,1.23,-0.03,+0.94,https://db-engines.com/en/system/Qdrant,
172.,169.,163.,ObjectBox,"Object oriented, Multi-model",1.22,-0.20,-0.45,https://db-engines.com/en/system/ObjectBox,"Object oriented DBMS,Time Series DBMS"
173.,179.,167.,Datameer,Document,1.21,-0.02,-0.39,https://db-engines.com/en/system/Datameer,
174.,173.,192.,Meilisearch,Search engine,1.21,-0.12,-0.07,https://db-engines.com/en/system/Meilisearch,
175.,175.,166.,Apache Kylin,Relational,1.20,-0.05,-0.44,https://db-engines.com/en/system/Apache+Kylin,
176.,183.,241.,Apache IoTDB,Time Series,1.19,+0.01,+0.45,https://db-engines.com/en/system/Apache+IoTDB,
177.,178.,183.,Giraph,Graph,1.19,-0.05,-0.20,https://db-engines.com/en/system/Giraph,
178.,177.,168.,GT.M,Key-value,1.18,-0.05,-0.42,https://db-engines.com/en/system/GT.M,
179.,199.,191.,AllegroGraph,Multi-model,1.16,+0.13,-0.13,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS"
180.,184.,170.,DataEase,Relational,1.15,-0.03,-0.40,https://db-engines.com/en/system/DataEase,
181.,174.,181.,EventStoreDB,Event,1.14,-0.15,-0.26,https://db-engines.com/en/system/EventStoreDB,
182.,187.,237.,StarRocks,Relational,1.12,-0.03,+0.34,https://db-engines.com/en/system/StarRocks,
183.,198.,211.,Amazon Timestream,Time Series,1.12,+0.08,+0.08,https://db-engines.com/en/system/Amazon+Timestream,
184.,189.,157.,NonStop SQL,Relational,1.09,-0.03,-0.68,https://db-engines.com/en/system/NonStop+SQL,
185.,190.,172.,Apache HAWQ,Relational,1.08,-0.01,-0.43,https://db-engines.com/en/system/Apache+HAWQ,
186.,188.,193.,Northgate Reality,Multivalue,1.08,-0.06,-0.20,https://db-engines.com/en/system/Northgate+Reality,
187.,180.,165.,Oracle Rdb,Relational,1.08,-0.15,-0.57,https://db-engines.com/en/system/Oracle+Rdb,
188.,166.,175.,FoundationDB,Multi-model,1.07,-0.43,-0.41,https://db-engines.com/en/system/FoundationDB,"Document store,Key-value store,Relational DBMS"
189.,186.,187.,openGauss,"Relational, Multi-model",1.05,-0.12,-0.27,https://db-engines.com/en/system/openGauss,"Relational DBMS,Document store,Spatial DBMS"
190.,193.,179.,GBase,Relational,1.04,-0.01,-0.39,https://db-engines.com/en/system/GBase,
191.,185.,216.,Vitess,"Relational, Multi-model",1.04,-0.13,+0.03,https://db-engines.com/en/system/Vitess,"Relational DBMS,Document store,Spatial DBMS"
192.,191.,178.,GigaSpaces,Multi-model,1.02,-0.04,-0.45,https://db-engines.com/en/system/GigaSpaces,"Document store,Object oriented DBMS,Graph DBMS,Search engine"
193.,194.,188.,Infobright,Relational,1.00,-0.05,-0.30,https://db-engines.com/en/system/Infobright,
194.,182.,174.,Altibase,Relational,1.00,-0.21,-0.51,https://db-engines.com/en/system/Altibase,
195.,207.,185.,NuoDB,Relational,0.99,+0.05,-0.36,https://db-engines.com/en/system/NuoDB,
196.,181.,186.,NCache,"Key-value, Multi-model",0.98,-0.23,-0.35,https://db-engines.com/en/system/NCache,"Key-value store,Document store,Search engine"
197.,203.,207.,Dolt,"Relational, Multi-model",0.95,-0.03,-0.16,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
198.,215.,203.,1010data,Relational,0.93,+0.09,-0.20,https://db-engines.com/en/system/1010data,
199.,204.,173.,MatrixOne,Relational,0.93,-0.04,-0.58,https://db-engines.com/en/system/MatrixOne,
200.,211.,242.,Amazon Keyspaces,Wide column,0.92,+0.06,+0.18,https://db-engines.com/en/system/Amazon+Keyspaces,
201.,208.,217.,M3DB,Time Series,0.91,+0.01,-0.08,https://db-engines.com/en/system/M3DB,
202.,206.,214.,Yellowbrick,Relational,0.91,-0.03,-0.11,https://db-engines.com/en/system/Yellowbrick,
203.,200.,275.,Typesense,Search engine,0.91,-0.10,+0.38,https://db-engines.com/en/system/Typesense,
204.,197.,266.,SurrealDB,Multi-model,0.91,-0.14,+0.36,https://db-engines.com/en/system/SurrealDB,"Document store,Graph DBMS"
205.,209.,171.,ZODB,Key-value,0.90,+0.01,-0.62,https://db-engines.com/en/system/ZODB,
206.,192.,197.,HPE Ezmeral Data Fabric,Multi-model,0.89,-0.16,-0.33,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
207.,212.,182.,IDMS,Navigational,0.87,+0.02,-0.52,https://db-engines.com/en/system/IDMS,
