Rank_Jun-2024,Rank_May-2024,Rank_Jun-2023,DBMS,Database Model,Score_Jun-2024,Score_May-2024,Score_Jun-2023,DBMS_insitelink,Multi_model_info
206.,199.,206.,HPE Ezmeral Data Fabric,Multi-model,0.85,-0.04,-0.45,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
207.,205.,214.,TDSQL for MySQL,"Relational, Multi-model",0.85,0.00,-0.34,https://db-engines.com/en/system/TDSQL+for+MySQL,"Relational DBMS,Document store,Spatial DBMS"
208.,212.,227.,BigchainDB,Document,0.85,+0.06,-0.18,https://db-engines.com/en/system/BigchainDB,
209.,214.,268.,Alibaba Cloud MaxCompute,Relational,0.84,+0.08,+0.12,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,
210.,202.,184.,ZODB,Key-value,0.84,-0.02,-0.70,https://db-engines.com/en/system/ZODB,
211.,206.,191.,Model 204,Multivalue,0.83,-0.02,-0.62,https://db-engines.com/en/system/Model+204,
212.,211.,231.,Rockset,"Document, Multi-model",0.82,+0.03,-0.16,https://db-engines.com/en/system/Rockset,"Document store,Relational DBMS,Search engine"
213.,219.,217.,Blazegraph,Multi-model,0.81,+0.06,-0.35,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
214.,223.,239.,eXtremeDB,Multi-model,0.80,+0.06,-0.11,https://db-engines.com/en/system/eXtremeDB,"Relational DBMS,Time Series DBMS"
215.,220.,230.,BoltDB,Key-value,0.80,+0.06,-0.18,https://db-engines.com/en/system/BoltDB,
216.,208.,219.,eXist-db,Native XML,0.77,-0.07,-0.35,https://db-engines.com/en/system/eXist-db,
217.,217.,241.,Datacom/DB,Relational,0.77,+0.01,-0.14,https://db-engines.com/en/system/Datacom%2FDB,
218.,221.,208.,Actian Vector,Relational,0.76,+0.02,-0.49,https://db-engines.com/en/system/Actian+Vector,
219.,210.,244.,Typesense,Search engine,0.76,-0.03,-0.14,https://db-engines.com/en/system/Typesense,
220.,231.,302.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.76,+0.07,+0.26,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
221.,228.,222.,SciDB,Multivalue,0.74,+0.05,-0.34,https://db-engines.com/en/system/SciDB,
222.,230.,210.,RDF4J,RDF,0.74,+0.06,-0.50,https://db-engines.com/en/system/RDF4J,
223.,215.,194.,Xapian,Search engine,0.74,-0.03,-0.67,https://db-engines.com/en/system/Xapian,
224.,227.,235.,SQream DB,Relational,0.74,+0.04,-0.22,https://db-engines.com/en/system/SQream+DB,
225.,218.,258.,Objectivity/DB,Object oriented,0.72,-0.03,-0.07,https://db-engines.com/en/system/Objectivity%2FDB,
226.,216.,202.,1010data,Relational,0.71,-0.05,-0.60,https://db-engines.com/en/system/1010data,
227.,224.,234.,CrateDB,Multi-model,0.71,-0.02,-0.26,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
228.,222.,199.,solidDB,Relational,0.71,-0.03,-0.64,https://db-engines.com/en/system/solidDB,
229.,226.,249.,KeyDB,Key-value,0.70,0.00,-0.15,https://db-engines.com/en/system/KeyDB,
230.,234.,203.,TypeDB,Multi-model,0.70,+0.05,-0.61,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
231.,225.,209.,WebSphere eXtreme Scale,Key-value,0.68,-0.04,-0.57,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
232.,240.,240.,Graph Engine,Multi-model,0.67,+0.06,-0.23,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
233.,239.,236.,KairosDB,Time Series,0.67,+0.05,-0.28,https://db-engines.com/en/system/KairosDB,
234.,236.,237.,Kinetica,"Relational, Multi-model",0.66,+0.02,-0.27,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
235.,241.,307.,Alibaba Cloud PolarDB,Relational,0.66,+0.07,+0.17,https://db-engines.com/en/system/Alibaba+Cloud+PolarDB,
236.,232.,212.,DBISAM,Relational,0.65,-0.01,-0.58,https://db-engines.com/en/system/DBISAM,
237.,229.,187.,Perst,Object oriented,0.65,-0.04,-0.83,https://db-engines.com/en/system/Perst,
238.,242.,,RisingWave,Relational,0.64,+0.06,,https://db-engines.com/en/system/RisingWave,
239.,233.,224.,ObjectDB,Object oriented,0.64,-0.02,-0.42,https://db-engines.com/en/system/ObjectDB,
240.,235.,238.,FrontBase,Relational,0.63,-0.02,-0.30,https://db-engines.com/en/system/FrontBase,
241.,252.,178.,SQL.JS,Relational,0.63,+0.10,-0.99,https://db-engines.com/en/system/SQL.JS,
242.,249.,289.,Vespa,Multi-model,0.62,+0.08,+0.03,https://db-engines.com/en/system/Vespa,"Search engine,Vector DBMS"
243.,245.,232.,atoti,Object oriented,0.61,+0.05,-0.37,https://db-engines.com/en/system/atoti,
244.,248.,280.,HarperDB,Document,0.60,+0.06,-0.05,https://db-engines.com/en/system/HarperDB,
245.,237.,196.,Hibari,Key-value,0.60,-0.03,-0.76,https://db-engines.com/en/system/Hibari,
246.,254.,262.,Percona Server for MongoDB,Document,0.60,+0.08,-0.16,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
247.,244.,279.,Apache Doris,Relational,0.60,+0.03,-0.07,https://db-engines.com/en/system/Apache+Doris,
248.,238.,243.,Vald,Vector,0.60,-0.03,-0.31,https://db-engines.com/en/system/Vald,
249.,253.,261.,GemStone/S,Object oriented,0.56,+0.04,-0.20,https://db-engines.com/en/system/GemStone%2FS,
250.,243.,221.,NexusDB,Relational,0.54,-0.02,-0.55,https://db-engines.com/en/system/NexusDB,
251.,247.,245.,Scalaris,Key-value,0.54,-0.01,-0.35,https://db-engines.com/en/system/Scalaris,
252.,250.,253.,Splice Machine,Relational,0.54,0.00,-0.29,https://db-engines.com/en/system/Splice+Machine,
253.,251.,242.,R:BASE,Relational,0.54,0.00,-0.37,https://db-engines.com/en/system/R%3ABASE,
254.,256.,254.,Postgres-XL,"Relational, Multi-model",0.53,+0.05,-0.30,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
255.,246.,225.,MapDB,Key-value,0.52,-0.04,-0.53,https://db-engines.com/en/system/MapDB,
256.,260.,255.,AlaSQL,Multi-model,0.51,+0.05,-0.30,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
257.,262.,265.,Kingbase,"Relational, Multi-model",0.50,+0.05,-0.25,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
258.,261.,272.,Sequoiadb,Multi-model,0.50,+0.05,-0.20,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
259.,259.,275.,Raima Database Manager,Multi-model,0.49,+0.04,-0.19,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
260.,264.,257.,LokiJS,Document,0.49,+0.06,-0.31,https://db-engines.com/en/system/LokiJS,
261.,266.,382.,Dragonfly,Key-value,0.49,+0.07,+0.33,https://db-engines.com/en/system/Dragonfly,
262.,257.,246.,VistaDB,Relational,0.47,-0.01,-0.40,https://db-engines.com/en/system/VistaDB,
263.,265.,315.,Alibaba Cloud Log Service,Search engine,0.47,+0.05,+0.04,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
264.,258.,233.,ScaleArc,Relational,0.46,-0.01,-0.50,https://db-engines.com/en/system/ScaleArc,
265.,255.,267.,Heroic,Time Series,0.46,-0.05,-0.28,https://db-engines.com/en/system/Heroic,
266.,269.,286.,Kyligence Enterprise,Relational,0.46,+0.06,-0.16,https://db-engines.com/en/system/Kyligence+Enterprise,
267.,273.,260.,ITTIA,"Time Series, Multi-model",0.44,+0.05,-0.35,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
268.,263.,266.,Rasdaman,Multivalue,0.43,-0.01,-0.32,https://db-engines.com/en/system/Rasdaman,
269.,267.,229.,OpenInsight,Multivalue,0.42,+0.02,-0.58,https://db-engines.com/en/system/OpenInsight,
270.,272.,312.,CnosDB,Time Series,0.41,+0.03,-0.03,https://db-engines.com/en/system/CnosDB,
271.,277.,276.,Tajo,Relational,0.41,+0.05,-0.28,https://db-engines.com/en/system/Tajo,
272.,268.,259.,Strabon,RDF,0.40,-0.01,-0.39,https://db-engines.com/en/system/Strabon,
273.,279.,271.,InfiniteGraph,Graph,0.39,+0.05,-0.31,https://db-engines.com/en/system/InfiniteGraph,
274.,283.,303.,Cloudflare Workers KV,Key-value,0.39,+0.06,-0.11,https://db-engines.com/en/system/Cloudflare+Workers+KV,
275.,270.,252.,Apache Pinot,Relational,0.38,-0.01,-0.46,https://db-engines.com/en/system/Apache+Pinot,
276.,288.,300.,Brytlyt,Relational,0.38,+0.08,-0.13,https://db-engines.com/en/system/Brytlyt,
277.,275.,248.,ModeShape,Content,0.37,+0.00,-0.49,https://db-engines.com/en/system/ModeShape,
278.,285.,354.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.37,+0.05,+0.10,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
279.,274.,319.,Marqo,Search engine,0.36,-0.01,-0.05,https://db-engines.com/en/system/Marqo,
280.,291.,322.,LeanXcale,Multi-model,0.36,+0.07,-0.05,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
281.,280.,288.,Project Voldemort,Key-value,0.35,+0.01,-0.25,https://db-engines.com/en/system/Project+Voldemort,
282.,292.,295.,Axibase,Time Series,0.35,+0.06,-0.19,https://db-engines.com/en/system/Axibase,
283.,287.,274.,Databend,Relational,0.34,+0.04,-0.35,https://db-engines.com/en/system/Databend,
284.,298.,277.,OpenQM,Multivalue,0.34,+0.07,-0.34,https://db-engines.com/en/system/OpenQM,
285.,271.,247.,SearchBlox,Search engine,0.34,-0.06,-0.54,https://db-engines.com/en/system/SearchBlox,
286.,293.,273.,Lovefield,Relational,0.33,+0.05,-0.36,https://db-engines.com/en/system/Lovefield,
287.,278.,282.,YDB,Multi-model,0.33,-0.02,-0.31,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
288.,290.,,Apache Sedona,Spatial,0.33,+0.04,,https://db-engines.com/en/system/Apache+Sedona,
289.,304.,372.,PieCloudDB,Relational,0.32,+0.08,+0.13,https://db-engines.com/en/system/PieCloudDB,
290.,284.,296.,Comdb2,Relational,0.32,+0.00,-0.22,https://db-engines.com/en/system/Comdb2,
291.,286.,281.,Fluree,Graph,0.32,+0.01,-0.33,https://db-engines.com/en/system/Fluree,
292.,309.,316.,FeatureBase,Relational,0.31,+0.09,-0.11,https://db-engines.com/en/system/FeatureBase,
293.,282.,264.,Redland,RDF,0.31,-0.02,-0.44,https://db-engines.com/en/system/Redland,
294.,281.,256.,4store,RDF,0.31,-0.02,-0.50,https://db-engines.com/en/system/4store,
295.,305.,349.,Immudb,"Key-value, Multi-model",0.31,+0.07,+0.03,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
296.,297.,292.,EJDB,Document,0.31,+0.03,-0.27,https://db-engines.com/en/system/EJDB,
297.,301.,353.,Alibaba Cloud Table Store,Wide column,0.31,+0.05,+0.03,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
298.,299.,301.,Deep Lake,Vector,0.31,+0.04,-0.20,https://db-engines.com/en/system/Deep+Lake,
299.,289.,287.,Elassandra,"Wide column, Multi-model",0.30,+0.00,-0.32,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
300.,308.,326.,RDFox,Multi-model,0.29,+0.07,-0.08,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
301.,306.,361.,Alibaba Cloud TSDB,Time Series,0.29,+0.06,+0.06,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
302.,312.,344.,Manticore Search,"Search engine, Multi-model",0.29,+0.07,0.00,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
303.,307.,317.,AnzoGraph DB,Multi-model,0.29,+0.06,-0.13,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
304.,318.,347.,Faircom DB,Multi-model,0.29,+0.09,+0.00,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
305.,294.,251.,Starcounter,Object oriented,0.29,0.00,-0.56,https://db-engines.com/en/system/Starcounter,
306.,317.,,YottaDB,"Key-value, Multi-model",0.28,+0.08,,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
307.,319.,330.,Riak TS,Time Series,0.28,+0.08,-0.08,https://db-engines.com/en/system/Riak+TS,
308.,296.,308.,Mimer SQL,Relational,0.27,-0.01,-0.20,https://db-engines.com/en/system/Mimer+SQL,
309.,323.,363.,IBM Db2 Event Store,Multi-model,0.27,+0.08,+0.05,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
310.,315.,314.,Speedb,Key-value,0.26,+0.05,-0.17,https://db-engines.com/en/system/Speedb,
311.,276.,269.,Jade,Object oriented,0.26,-0.11,-0.46,https://db-engines.com/en/system/Jade,
312.,329.,379.,EsgynDB,Relational,0.25,+0.09,+0.08,https://db-engines.com/en/system/EsgynDB,
313.,302.,305.,PipelineDB,Relational,0.25,-0.01,-0.25,https://db-engines.com/en/system/PipelineDB,
314.,300.,346.,Kyoto Tycoon,Key-value,0.24,-0.02,-0.04,https://db-engines.com/en/system/Kyoto+Tycoon,
315.,321.,391.,AgensGraph,Multi-model,0.23,+0.04,+0.18,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
316.,325.,342.,TerminusDB,"Graph, Multi-model",0.23,+0.06,-0.06,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
317.,303.,340.,AntDB,Relational,0.23,-0.02,-0.07,https://db-engines.com/en/system/AntDB,
318.,311.,291.,FlockDB,Graph,0.22,+0.00,-0.36,https://db-engines.com/en/system/FlockDB,
319.,295.,304.,ElevateDB,Relational,0.22,-0.06,-0.27,https://db-engines.com/en/system/ElevateDB,
320.,331.,381.,Badger,Key-value,0.22,+0.08,+0.05,https://db-engines.com/en/system/Badger,
321.,310.,348.,Tibco ComputeDB,Relational,0.21,-0.01,-0.07,https://db-engines.com/en/system/Tibco+ComputeDB,
322.,332.,350.,Quasardb,Time Series,0.21,+0.07,-0.06,https://db-engines.com/en/system/Quasardb,
323.,313.,285.,Actian FastObjects,Object oriented,0.21,-0.01,-0.41,https://db-engines.com/en/system/Actian+FastObjects,
324.,340.,,YTsaurus,Multi-model,0.21,+0.10,,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
325.,327.,345.,Valentina Server,Relational,0.21,+0.04,-0.09,https://db-engines.com/en/system/Valentina+Server,
326.,324.,284.,HyperGraphDB,Graph,0.20,+0.02,-0.43,https://db-engines.com/en/system/HyperGraphDB,
327.,322.,297.,RedStore,RDF,0.20,+0.01,-0.33,https://db-engines.com/en/system/RedStore,
328.,320.,356.,MyScale,Multi-model,0.20,0.00,-0.06,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
329.,333.,339.,BigObject,Relational,0.19,+0.06,-0.11,https://db-engines.com/en/system/BigObject,
330.,335.,321.,Ultipa,Graph,0.19,+0.06,-0.22,https://db-engines.com/en/system/Ultipa,
331.,314.,294.,Tokyo Tyrant,Key-value,0.18,-0.03,-0.36,https://db-engines.com/en/system/Tokyo+Tyrant,
332.,343.,374.,XTDB,Document,0.18,+0.07,+0.00,https://db-engines.com/en/system/XTDB,
333.,326.,306.,TransLattice,Relational,0.17,0.00,-0.32,https://db-engines.com/en/system/TransLattice,
334.,341.,283.,Transbase,Relational,0.17,+0.06,-0.46,https://db-engines.com/en/system/Transbase,
335.,336.,313.,HugeGraph,Graph,0.17,+0.04,-0.27,https://db-engines.com/en/system/HugeGraph,
336.,328.,309.,NEventStore,Event,0.17,+0.01,-0.30,https://db-engines.com/en/system/NEventStore,
337.,339.,332.,Machbase Neo,Time Series,0.17,+0.05,-0.18,https://db-engines.com/en/system/Machbase+Neo,
338.,347.,336.,Bangdb,Multi-model,0.16,+0.08,-0.16,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
339.,316.,299.,Elliptics,Key-value,0.16,-0.05,-0.36,https://db-engines.com/en/system/Elliptics,
340.,330.,320.,GraphBase,Graph,0.15,+0.00,-0.26,https://db-engines.com/en/system/GraphBase,
341.,344.,376.,Transwarp KunDB,Relational,0.14,+0.05,-0.03,https://db-engines.com/en/system/Transwarp+KunDB,
342.,359.,,gStore,Multi-model,0.14,+0.10,,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
343.,333.,311.,XtremeData,Relational,0.14,+0.00,-0.31,https://db-engines.com/en/system/XtremeData,
344.,349.,388.,Warp 10,Time Series,0.14,+0.07,+0.03,https://db-engines.com/en/system/Warp+10,
345.,348.,327.,TinkerGraph,Graph,0.13,+0.05,-0.24,https://db-engines.com/en/system/TinkerGraph,
346.,353.,359.,Blueflood,Time Series,0.13,+0.07,-0.12,https://db-engines.com/en/system/Blueflood,
347.,342.,298.,CubicWeb,RDF,0.13,+0.02,-0.39,https://db-engines.com/en/system/CubicWeb,
348.,350.,403.,Transwarp ArgoDB,"Relational, Multi-model",0.12,+0.06,+0.12,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
349.,345.,351.,Sparksee,Graph,0.12,+0.03,-0.15,https://db-engines.com/en/system/Sparksee,
350.,346.,328.,Linter,"Relational, Multi-model",0.12,+0.03,-0.25,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
351.,352.,373.,GreptimeDB,Time Series,0.12,+0.06,-0.06,https://db-engines.com/en/system/GreptimeDB,
352.,337.,293.,Mulgara,RDF,0.12,-0.01,-0.43,https://db-engines.com/en/system/Mulgara,
353.,338.,318.,Actian PSQL,Relational,0.12,-0.01,-0.30,https://db-engines.com/en/system/Actian+PSQL,
354.,358.,370.,VelocityDB,Multi-model,0.11,+0.06,-0.08,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
355.,363.,387.,OushuDB,Relational,0.10,+0.07,-0.01,https://db-engines.com/en/system/OushuDB,
356.,364.,392.,WakandaDB,Object oriented,0.10,+0.07,+0.06,https://db-engines.com/en/system/WakandaDB,
357.,360.,310.,STSdb,Key-value,0.10,+0.06,-0.37,https://db-engines.com/en/system/STSdb,
358.,366.,338.,ArcadeDB,Multi-model,0.10,+0.07,-0.21,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
359.,367.,,OpenMLDB,"Time Series, Multi-model",0.10,+0.07,,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
360.,354.,389.,DataFS,"Object oriented, Multi-model",0.09,+0.04,+0.01,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
361.,375.,,openGemini,Time Series,0.09,+0.08,,https://db-engines.com/en/system/openGemini,
362.,368.,394.,Faircom EDGE,Multi-model,0.09,+0.07,+0.06,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
363.,369.,352.,Tigris,Multi-model,0.09,+0.07,-0.19,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
364.,376.,401.,SWC-DB,"Wide column, Multi-model",0.08,+0.07,+0.07,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
365.,378.,385.,InfinityDB,Key-value,0.08,+0.08,-0.06,https://db-engines.com/en/system/InfinityDB,
366.,379.,355.,Hawkular Metrics,Time Series,0.08,+0.08,-0.18,https://db-engines.com/en/system/Hawkular+Metrics,
367.,383.,369.,TerarkDB,Key-value,0.08,+0.08,-0.12,https://db-engines.com/en/system/TerarkDB,
368.,383.,358.,H2GIS,"Spatial, Multi-model",0.08,+0.08,-0.17,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
369.,383.,378.,NSDb,Time Series,0.08,+0.08,-0.09,https://db-engines.com/en/system/NSDb,
370.,383.,,OpenTenBase,Relational,0.08,+0.08,,https://db-engines.com/en/system/OpenTenBase,
371.,383.,403.,Transwarp StellarDB,Graph,0.07,+0.07,+0.07,https://db-engines.com/en/system/Transwarp+StellarDB,
372.,383.,403.,Tkrzw,Key-value,0.07,+0.07,+0.07,https://db-engines.com/en/system/Tkrzw,
373.,383.,403.,Sadas Engine,Relational,0.07,+0.07,+0.07,https://db-engines.com/en/system/Sadas+Engine,
374.,383.,343.,Skytable,Key-value,0.07,+0.07,-0.22,https://db-engines.com/en/system/Skytable,
375.,383.,396.,Newts,Time Series,0.07,+0.07,+0.05,https://db-engines.com/en/system/Newts,
376.,383.,,chDB,"Relational, Multi-model",0.07,+0.07,,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
377.,383.,397.,Galaxybase,Graph,0.07,+0.07,+0.05,https://db-engines.com/en/system/Galaxybase,
378.,383.,384.,SiriDB,Time Series,0.07,+0.07,-0.08,https://db-engines.com/en/system/SiriDB,
379.,351.,329.,Exorbyte,Search engine,0.07,0.00,-0.30,https://db-engines.com/en/system/Exorbyte,
380.,383.,377.,OrigoDB,Multi-model,0.06,+0.06,-0.11,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
381.,383.,403.,JaguarDB,Multi-model,0.06,+0.06,+0.06,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
382.,355.,398.,ScaleOut StateServer,Key-value,0.06,0.00,+0.04,https://db-engines.com/en/system/ScaleOut+StateServer,
383.,356.,337.,SiteWhere,Time Series,0.06,0.00,-0.27,https://db-engines.com/en/system/SiteWhere,
384.,383.,,ReductStore,Time Series,0.05,+0.05,,https://db-engines.com/en/system/ReductStore,
385.,357.,362.,SenseiDB,Document,0.05,0.00,-0.17,https://db-engines.com/en/system/SenseiDB,
386.,383.,,Transwarp Hippo,Vector,0.05,+0.05,,https://db-engines.com/en/system/Transwarp+Hippo,
387.,382.,402.,SwayDB,Key-value,0.04,+0.04,+0.04,https://db-engines.com/en/system/SwayDB,
388.,383.,390.,Cachelot.io,Key-value,0.04,+0.04,-0.04,https://db-engines.com/en/system/Cachelot.io,
389.,360.,380.,NosDB,Document,0.04,0.00,-0.13,https://db-engines.com/en/system/NosDB,
390.,383.,403.,searchxml,Multi-model,0.03,+0.03,+0.03,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
391.,365.,370.,JethroData,Relational,0.03,0.00,-0.16,https://db-engines.com/en/system/JethroData,
392.,383.,403.,SpaceTime,"Spatial, Multi-model",0.03,+0.03,+0.03,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
393.,370.,323.,Dydra,RDF,0.02,0.00,-0.38,https://db-engines.com/en/system/Dydra,
394.,371.,393.,SmallSQL,Relational,0.02,+0.00,-0.02,https://db-engines.com/en/system/SmallSQL,
395.,362.,386.,Indica,Search engine,0.02,-0.02,-0.12,https://db-engines.com/en/system/Indica,
396.,372.,399.,SparkleDB,RDF,0.02,+0.00,+0.00,https://db-engines.com/en/system/SparkleDB,
397.,373.,365.,Acebase,Document,0.01,+0.00,-0.20,https://db-engines.com/en/system/Acebase,
398.,374.,400.,Resin Cache,Key-value,0.01,0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
399.,377.,335.,Eloquera,Object oriented,0.01,0.00,-0.32,https://db-engines.com/en/system/Eloquera,
400.,380.,334.,Siaqodb,Object oriented,0.00,+0.00,-0.34,https://db-engines.com/en/system/Siaqodb,
401.,381.,366.,LedisDB,Key-value,0.00,+0.00,-0.21,https://db-engines.com/en/system/LedisDB,
402.,383.,375.,ActorDB,Relational,0.00,±0.00,-0.17,https://db-engines.com/en/system/ActorDB,
402.,383.,403.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
402.,383.,331.,BrightstarDB,RDF,0.00,±0.00,-0.35,https://db-engines.com/en/system/BrightstarDB,
402.,383.,403.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
402.,383.,403.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
402.,383.,403.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
402.,383.,360.,Edge Intelligence,Relational,0.00,±0.00,-0.24,https://db-engines.com/en/system/Edge+Intelligence,
402.,383.,403.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
402.,383.,403.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
402.,383.,403.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
402.,383.,357.,HyperLevelDB,Key-value,0.00,±0.00,-0.26,https://db-engines.com/en/system/HyperLevelDB,
402.,383.,383.,iBoxDB,Document,0.00,±0.00,-0.16,https://db-engines.com/en/system/iBoxDB,
402.,383.,403.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
402.,383.,403.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
402.,,,Kuzu,Graph,0.00,,,https://db-engines.com/en/system/Kuzu,
402.,383.,364.,RaptorDB,Document,0.00,±0.00,-0.21,https://db-engines.com/en/system/RaptorDB,
402.,383.,403.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
402.,383.,333.,TomP2P,Key-value,0.00,±0.00,-0.34,https://db-engines.com/en/system/TomP2P,
402.,383.,325.,Upscaledb,Key-value,0.00,±0.00,-0.37,https://db-engines.com/en/system/Upscaledb,
402.,383.,367.,WhiteDB,Document,0.00,±0.00,-0.20,https://db-engines.com/en/system/WhiteDB,
