Rank_Nov-2023,Rank_Oct-2023,Rank_Nov-2022,DBMS,Database Model,Score_Nov-2023,Score_Oct-2023,Score_Nov-2022,DBMS_insitelink,Multi_model_info
30.,30.,34.,Microsoft Azure Synapse Analytics,Relational,26.79,-0.34,+3.76,https://db-engines.com/en/system/Microsoft+Azure+Synapse+Analytics,
31.,31.,32.,Firebird,Relational,25.64,-0.04,+0.28,https://db-engines.com/en/system/Firebird,
32.,32.,30.,Couchbase,"Document, Multi-model",22.50,+0.09,-6.12,https://db-engines.com/en/system/Couchbase,"Document store,Key-value store,Spatial DBMS,Search engine,Time Series DBMS"
33.,34.,31.,Amazon Redshift,Relational,21.37,+0.33,-5.67,https://db-engines.com/en/system/Amazon+Redshift,
34.,33.,35.,Informix,"Relational, Multi-model",20.65,-0.77,-2.17,https://db-engines.com/en/system/Informix,"Relational DBMS,Document store,Spatial DBMS,Time Series DBMS"
35.,35.,33.,Memcached,Key-value,19.80,-1.04,-4.65,https://db-engines.com/en/system/Memcached,
36.,36.,36.,Spark SQL,Relational,19.23,+0.50,-2.67,https://db-engines.com/en/system/Spark+SQL,
37.,37.,39.,Impala,"Relational, Multi-model",18.24,-0.27,+0.32,https://db-engines.com/en/system/Impala,"Relational DBMS,Document store"
38.,38.,37.,Firebase Realtime Database,Document,17.78,+0.29,-2.06,https://db-engines.com/en/system/Firebase+Realtime+Database,
39.,39.,44.,ClickHouse,"Relational, Multi-model",15.98,+0.86,+2.10,https://db-engines.com/en/system/ClickHouse,"Relational DBMS,Time Series DBMS"
40.,40.,42.,Presto,Relational,13.77,-0.45,-1.38,https://db-engines.com/en/system/Presto,
41.,42.,38.,Vertica,"Relational, Multi-model",13.76,-0.12,-5.94,https://db-engines.com/en/system/Vertica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
42.,43.,43.,dBASE,Relational,13.67,-0.17,-0.58,https://db-engines.com/en/system/dBASE,
43.,44.,40.,Netezza,Relational,13.60,-0.18,-3.67,https://db-engines.com/en/system/Netezza,
44.,46.,48.,OpenSearch,"Search engine, Multi-model",13.31,+0.39,+3.01,https://db-engines.com/en/system/OpenSearch,"Search engine,Vector DBMS"
45.,41.,,Apache Flink,Relational,13.26,-0.64,,https://db-engines.com/en/system/Apache+Flink,
46.,45.,41.,CouchDB,"Document, Multi-model",12.80,-0.65,-3.19,https://db-engines.com/en/system/CouchDB,"Document store,Spatial DBMS"
47.,48.,47.,Google Cloud Firestore,Document,11.01,+0.69,-0.08,https://db-engines.com/en/system/Google+Cloud+Firestore,
48.,47.,46.,Greenplum,"Relational, Multi-model",10.74,+0.29,-1.56,https://db-engines.com/en/system/Greenplum,"Relational DBMS,Document store,Spatial DBMS"
49.,49.,45.,Amazon Aurora,"Relational, Multi-model",9.69,+0.55,-2.97,https://db-engines.com/en/system/Amazon+Aurora,"Relational DBMS,Document store"
50.,51.,51.,H2,"Relational, Multi-model",9.05,+0.44,-0.01,https://db-engines.com/en/system/H2,"Relational DBMS,Spatial DBMS"
51.,53.,59.,Kdb,Multi-model,8.87,+0.48,+1.39,https://db-engines.com/en/system/Kdb,"Time Series DBMS,Vector DBMS,Relational DBMS"
52.,50.,53.,etcd,Key-value,8.61,-0.13,-0.10,https://db-engines.com/en/system/etcd,
53.,54.,52.,Realm,Document,8.26,+0.05,-0.77,https://db-engines.com/en/system/Realm,
54.,55.,49.,MarkLogic,Multi-model,8.17,-0.03,-1.59,https://db-engines.com/en/system/MarkLogic,"Document store,Native XML DBMS,RDF store,Search engine"
55.,56.,50.,Hazelcast,"Key-value, Multi-model",8.07,-0.10,-1.53,https://db-engines.com/en/system/Hazelcast,"Key-value store,Document store"
56.,58.,67.,Prometheus,Time Series,7.82,+0.54,+1.54,https://db-engines.com/en/system/Prometheus,
57.,52.,55.,Oracle Essbase,Relational,7.78,-0.71,-0.59,https://db-engines.com/en/system/Oracle+Essbase,
58.,60.,54.,Datastax Enterprise,"Wide column, Multi-model",7.26,+0.48,-1.42,https://db-engines.com/en/system/Datastax+Enterprise,"Wide column store,Document store,Graph DBMS,Spatial DBMS,Search engine,Vector DBMS"
59.,65.,63.,Aerospike,Multi-model,7.22,+0.78,+0.27,https://db-engines.com/en/system/Aerospike,"Document store,Key-value store,Spatial DBMS"
60.,62.,60.,Microsoft Azure Data Explorer,"Relational, Multi-model",6.99,+0.44,-0.35,https://db-engines.com/en/system/Microsoft+Azure+Data+Explorer,"Relational DBMS,Document store,Event Store,Spatial DBMS,Search engine,Time Series DBMS"
61.,57.,57.,Algolia,Search engine,6.84,-0.48,-0.99,https://db-engines.com/en/system/Algolia,
62.,63.,66.,Ehcache,Key-value,6.77,+0.23,+0.11,https://db-engines.com/en/system/Ehcache,
63.,59.,78.,Derby,Relational,6.65,-0.40,+0.99,https://db-engines.com/en/system/Derby,
64.,61.,56.,CockroachDB,Relational,6.57,-0.03,-1.42,https://db-engines.com/en/system/CockroachDB,
65.,66.,83.,ScyllaDB,"Wide column, Multi-model",6.56,+0.38,+1.61,https://db-engines.com/en/system/ScyllaDB,"Wide column store,Key-value store"
66.,64.,61.,Microsoft Azure Search,Search engine,6.43,-0.06,-0.82,https://db-engines.com/en/system/Microsoft+Azure+Search,
67.,69.,70.,Interbase,Relational,6.11,+0.12,+0.07,https://db-engines.com/en/system/Interbase,
68.,72.,71.,Microsoft Azure Table Storage,Wide column,6.08,+0.31,+0.06,https://db-engines.com/en/system/Microsoft+Azure+Table+Storage,
69.,68.,64.,Sphinx,Search engine,5.99,-0.02,-0.88,https://db-engines.com/en/system/Sphinx,
70.,67.,77.,Jackrabbit,Content,5.98,-0.12,+0.19,https://db-engines.com/en/system/Jackrabbit,
71.,70.,94.,Trino,"Relational, Multi-model",5.95,-0.03,+1.97,https://db-engines.com/en/system/Trino,"Relational DBMS,Document store,Key-value store,Spatial DBMS,Search engine,Time Series DBMS,Wide column store"
72.,71.,58.,SingleStore,"Relational, Multi-model",5.72,-0.05,-2.09,https://db-engines.com/en/system/SingleStore,"Relational DBMS,Document store,Spatial DBMS,Time Series DBMS,Vector DBMS"
73.,78.,72.,Ingres,Relational,5.69,+0.44,-0.25,https://db-engines.com/en/system/Ingres,
74.,76.,75.,Virtuoso,Multi-model,5.62,+0.19,-0.22,https://db-engines.com/en/system/Virtuoso,"Document store,Graph DBMS,Native XML DBMS,Relational DBMS,RDF store,Search engine,Spatial DBMS"
75.,77.,79.,TimescaleDB,"Time Series, Multi-model",5.53,+0.15,+0.21,https://db-engines.com/en/system/TimescaleDB,"Time Series DBMS,Relational DBMS"
76.,75.,74.,SAP SQL Anywhere,Relational,5.46,+0.03,-0.41,https://db-engines.com/en/system/SAP+SQL+Anywhere,
77.,73.,62.,Google Cloud Datastore,Document,5.34,-0.25,-1.76,https://db-engines.com/en/system/Google+Cloud+Datastore,
78.,79.,65.,Graphite,Time Series,5.21,-0.01,-1.59,https://db-engines.com/en/system/Graphite,
79.,81.,73.,HyperSQL,Relational,4.89,-0.14,-1.02,https://db-engines.com/en/system/HyperSQL,
80.,82.,85.,Adabas,Multivalue,4.85,+0.16,+0.22,https://db-engines.com/en/system/Adabas,
81.,74.,69.,Riak KV,Key-value,4.84,-0.59,-1.25,https://db-engines.com/en/system/Riak+KV,
82.,83.,84.,SAP IQ,Relational,4.61,-0.03,-0.11,https://db-engines.com/en/system/SAP+IQ,
83.,88.,76.,ArangoDB,Multi-model,4.54,+0.27,-1.30,https://db-engines.com/en/system/ArangoDB,"Document store,Graph DBMS,Key-value store,Search engine"
84.,80.,98.,Apache Jena - TDB,RDF,4.45,-0.73,+0.83,https://db-engines.com/en/system/Apache+Jena+-+TDB,
85.,90.,90.,"UniData,UniVerse",Multivalue,4.38,+0.27,+0.10,https://db-engines.com/en/system/UniData%2CUniVerse,
86.,89.,68.,Ignite,Multi-model,4.35,+0.10,-1.79,https://db-engines.com/en/system/Ignite,"Key-value store,Relational DBMS"
87.,84.,80.,Google Cloud Bigtable,Multi-model,4.26,-0.35,-0.97,https://db-engines.com/en/system/Google+Cloud+Bigtable,"Key-value store,Wide column store"
88.,96.,95.,TiDB,"Relational, Multi-model",4.16,+0.44,+0.47,https://db-engines.com/en/system/TiDB,"Relational DBMS,Document store"
89.,85.,82.,Accumulo,Wide column,4.14,-0.47,-0.84,https://db-engines.com/en/system/Accumulo,
90.,91.,86.,RocksDB,Key-value,4.11,+0.08,-0.51,https://db-engines.com/en/system/RocksDB,
91.,93.,89.,Oracle NoSQL,Multi-model,4.06,+0.12,-0.36,https://db-engines.com/en/system/Oracle+NoSQL,"Document store,Key-value store,Relational DBMS"
92.,92.,88.,OpenEdge,Relational,4.05,+0.06,-0.45,https://db-engines.com/en/system/OpenEdge,
93.,98.,171.,DuckDB,Relational,4.02,+0.38,+2.65,https://db-engines.com/en/system/DuckDB,
94.,94.,126.,DolphinDB,"Time Series, Multi-model",4.00,+0.06,+1.68,https://db-engines.com/en/system/DolphinDB,"Time Series DBMS,Relational DBMS"
95.,86.,,GemFire,"Key-value, Multi-model",3.97,-0.45,,https://db-engines.com/en/system/GemFire,"Key-value store,Document store"
96.,87.,81.,OrientDB,Multi-model,3.78,-0.49,-1.26,https://db-engines.com/en/system/OrientDB,"Document store,Graph DBMS,Key-value store"
97.,97.,91.,Google Cloud Spanner,Relational,3.59,-0.11,-0.65,https://db-engines.com/en/system/Google+Cloud+Spanner,
98.,95.,87.,RavenDB,"Document, Multi-model",3.55,-0.29,-0.99,https://db-engines.com/en/system/RavenDB,"Document store,Graph DBMS,Spatial DBMS,Time Series DBMS"
99.,101.,102.,Infinispan,Key-value,3.54,+0.00,+0.12,https://db-engines.com/en/system/Infinispan,
100.,102.,96.,MaxDB,Relational,3.43,-0.10,-0.25,https://db-engines.com/en/system/MaxDB,
101.,99.,92.,IBM Cloudant,Document,3.39,-0.24,-0.82,https://db-engines.com/en/system/IBM+Cloudant,
102.,100.,106.,Oracle Berkeley DB,Multi-model,3.39,-0.15,+0.12,https://db-engines.com/en/system/Oracle+Berkeley+DB,"Key-value store,Native XML DBMS"
103.,109.,93.,YugabyteDB,"Relational, Multi-model",3.37,+0.33,-0.79,https://db-engines.com/en/system/YugabyteDB,"Relational DBMS,Document store,Wide column store"
104.,110.,97.,LevelDB,Key-value,3.33,+0.32,-0.35,https://db-engines.com/en/system/LevelDB,
105.,105.,,Pinecone,Vector,3.32,+0.21,,https://db-engines.com/en/system/Pinecone,
106.,107.,135.,HEAVY.AI,"Relational, Multi-model",3.10,+0.01,+1.00,https://db-engines.com/en/system/HEAVY.AI,"Relational DBMS,Spatial DBMS"
107.,118.,215.,Memgraph,Graph,3.09,+0.29,+2.18,https://db-engines.com/en/system/Memgraph,
108.,106.,124.,Apache Druid,Multi-model,3.09,-0.01,+0.70,https://db-engines.com/en/system/Apache+Druid,"Relational DBMS,Time Series DBMS"
109.,112.,118.,4D,Relational,3.04,+0.10,+0.41,https://db-engines.com/en/system/4D,
110.,122.,112.,CloudKit,Document,3.00,+0.26,+0.13,https://db-engines.com/en/system/CloudKit,
111.,103.,99.,RethinkDB,"Document, Multi-model",2.98,-0.32,-0.51,https://db-engines.com/en/system/RethinkDB,"Document store,Spatial DBMS"
112.,123.,103.,EXASOL,Relational,2.95,+0.24,-0.42,https://db-engines.com/en/system/EXASOL,
113.,111.,104.,Apache Drill,Multi-model,2.94,-0.04,-0.38,https://db-engines.com/en/system/Apache+Drill,"Document store,Relational DBMS"
114.,114.,100.,PouchDB,Document,2.92,+0.05,-0.51,https://db-engines.com/en/system/PouchDB,
115.,121.,101.,Apache Phoenix,Relational,2.86,+0.10,-0.56,https://db-engines.com/en/system/Apache+Phoenix,
116.,113.,114.,EDB Postgres,"Relational, Multi-model",2.86,-0.07,+0.13,https://db-engines.com/en/system/EDB+Postgres,"Relational DBMS,Document store,Spatial DBMS"
117.,116.,155.,TDengine,"Time Series, Multi-model",2.85,-0.02,+1.25,https://db-engines.com/en/system/TDengine,"Time Series DBMS,Relational DBMS"
118.,104.,122.,InterSystems IRIS,Multi-model,2.80,-0.47,+0.28,https://db-engines.com/en/system/InterSystems+IRIS,"Document store,Key-value store,Object oriented DBMS,Relational DBMS"
119.,108.,115.,RRDtool,Time Series,2.79,-0.27,+0.10,https://db-engines.com/en/system/RRDtool,
120.,129.,123.,GraphDB,Multi-model,2.75,+0.16,+0.29,https://db-engines.com/en/system/GraphDB,"Graph DBMS,RDF store"
121.,117.,113.,Citus,"Relational, Multi-model",2.70,-0.14,-0.17,https://db-engines.com/en/system/Citus,"Relational DBMS,Document store"
122.,115.,111.,InterSystems Caché,Multi-model,2.67,-0.20,-0.27,https://db-engines.com/en/system/InterSystems+Cach%C3%A9,"Key-value store,Object oriented DBMS,Relational DBMS,Document store"
123.,126.,129.,Coveo,Search engine,2.66,+0.01,+0.41,https://db-engines.com/en/system/Coveo,
124.,132.,110.,IMS,Navigational,2.65,+0.19,-0.34,https://db-engines.com/en/system/IMS,
125.,125.,120.,LMDB,Key-value,2.54,-0.11,-0.06,https://db-engines.com/en/system/LMDB,
126.,120.,181.,NebulaGraph,Graph,2.54,-0.24,+1.27,https://db-engines.com/en/system/NebulaGraph,
127.,130.,107.,Amazon Neptune,Multi-model,2.49,-0.06,-0.60,https://db-engines.com/en/system/Amazon+Neptune,"Graph DBMS,RDF store"
128.,124.,116.,Oracle Coherence,Key-value,2.47,-0.22,-0.22,https://db-engines.com/en/system/Oracle+Coherence,
129.,119.,128.,Geode,Key-value,2.44,-0.35,+0.19,https://db-engines.com/en/system/Geode,
130.,127.,117.,Amazon SimpleDB,Key-value,2.43,-0.20,-0.21,https://db-engines.com/en/system/Amazon+SimpleDB,
131.,128.,108.,Percona Server for MySQL,Relational,2.36,-0.24,-0.66,https://db-engines.com/en/system/Percona+Server+for+MySQL,
132.,131.,121.,Amazon CloudSearch,Search engine,2.31,-0.20,-0.22,https://db-engines.com/en/system/Amazon+CloudSearch,
133.,137.,145.,Stardog,Multi-model,2.30,+0.04,+0.54,https://db-engines.com/en/system/Stardog,"Graph DBMS,RDF store"
134.,146.,,Firebolt,Relational,2.29,+0.22,,https://db-engines.com/en/system/Firebolt,
135.,134.,132.,Datomic,Relational,2.28,-0.03,+0.11,https://db-engines.com/en/system/Datomic,
136.,136.,125.,SpatiaLite,"Spatial DBMS, Multi-model",2.23,-0.07,-0.14,https://db-engines.com/en/system/SpatiaLite,"Spatial DBMS,Relational DBMS"
137.,133.,131.,MonetDB,"Relational, Multi-model",2.22,-0.12,+0.03,https://db-engines.com/en/system/MonetDB,"Relational DBMS,Document store,Spatial DBMS"
138.,152.,146.,jBASE,Multivalue,2.20,+0.25,+0.45,https://db-engines.com/en/system/jBASE,
139.,141.,153.,BaseX,Native XML,2.19,+0.00,+0.53,https://db-engines.com/en/system/BaseX,
140.,138.,,Chroma,Vector,2.16,-0.09,,https://db-engines.com/en/system/Chroma,
141.,139.,169.,Empress,Relational,2.16,-0.05,+0.78,https://db-engines.com/en/system/Empress,
142.,140.,136.,Amazon DocumentDB,Document,2.11,-0.08,+0.04,https://db-engines.com/en/system/Amazon+DocumentDB,
143.,135.,109.,JanusGraph,Graph,2.10,-0.20,-0.89,https://db-engines.com/en/system/JanusGraph,
144.,155.,150.,Mnesia,Document,2.05,+0.17,+0.36,https://db-engines.com/en/system/Mnesia,
145.,148.,142.,Tibero,Relational,2.03,-0.01,+0.19,https://db-engines.com/en/system/Tibero,
146.,142.,139.,QuestDB,"Time Series, Multi-model",2.01,-0.14,+0.09,https://db-engines.com/en/system/QuestDB,"Time Series DBMS,Relational DBMS"
147.,150.,143.,GridDB,"Time Series, Multi-model",2.00,+0.03,+0.20,https://db-engines.com/en/system/GridDB,"Time Series DBMS,Key-value store,Relational DBMS"
148.,145.,133.,TigerGraph,Graph,1.98,-0.11,-0.19,https://db-engines.com/en/system/TigerGraph,
149.,143.,138.,Db4o,Object oriented,1.94,-0.19,-0.06,https://db-engines.com/en/system/Db4o,
150.,158.,273.,Weaviate,Vector,1.94,+0.13,+1.50,https://db-engines.com/en/system/Weaviate,
151.,151.,140.,Tarantool,Multi-model,1.94,-0.02,+0.02,https://db-engines.com/en/system/Tarantool,"Document store,Key-value store,Relational DBMS,Spatial DBMS"
152.,147.,127.,GridGain,Multi-model,1.91,-0.13,-0.40,https://db-engines.com/en/system/GridGain,"Key-value store,Relational DBMS"
153.,156.,148.,Dgraph,Graph,1.91,+0.05,+0.20,https://db-engines.com/en/system/Dgraph,
154.,144.,166.,SQLBase,Relational,1.91,-0.20,+0.46,https://db-engines.com/en/system/SQLBase,
155.,149.,119.,OpenTSDB,Time Series,1.87,-0.13,-0.76,https://db-engines.com/en/system/OpenTSDB,
156.,168.,184.,Sedna,Native XML,1.80,+0.11,+0.58,https://db-engines.com/en/system/Sedna,
157.,159.,193.,OceanBase,"Relational, Multi-model",1.79,-0.01,+0.66,https://db-engines.com/en/system/OceanBase,"Relational DBMS,Document store,Wide column store"
158.,154.,149.,Fauna,Multi-model,1.79,-0.11,+0.08,https://db-engines.com/en/system/Fauna,"Document store,Graph DBMS,Relational DBMS,Time Series DBMS"
159.,166.,157.,Datameer,Document,1.77,+0.06,+0.23,https://db-engines.com/en/system/Datameer,
160.,167.,,PlanetScale,"Relational, Multi-model",1.76,+0.06,,https://db-engines.com/en/system/PlanetScale,"Relational DBMS,Document store,Spatial DBMS"
161.,157.,154.,Actian NoSQL Database,Object oriented,1.76,-0.07,+0.12,https://db-engines.com/en/system/Actian+NoSQL+Database,
162.,162.,137.,TimesTen,Relational,1.72,-0.02,-0.30,https://db-engines.com/en/system/TimesTen,
163.,153.,134.,VoltDB,Relational,1.71,-0.18,-0.39,https://db-engines.com/en/system/VoltDB,
164.,176.,144.,FoundationDB,Multi-model,1.70,+0.17,-0.08,https://db-engines.com/en/system/FoundationDB,"Document store,Key-value store,Relational DBMS"
165.,171.,158.,Infobright,Relational,1.62,+0.04,+0.10,https://db-engines.com/en/system/Infobright,
166.,161.,130.,IBM Db2 warehouse,Relational,1.61,-0.16,-0.60,https://db-engines.com/en/system/IBM+Db2+warehouse,
167.,163.,161.,NonStop SQL,Relational,1.59,-0.14,+0.10,https://db-engines.com/en/system/NonStop+SQL,
168.,160.,141.,ObjectStore,Object oriented,1.58,-0.20,-0.28,https://db-engines.com/en/system/ObjectStore,
169.,172.,156.,mSQL,Relational,1.57,+0.01,-0.01,https://db-engines.com/en/system/mSQL,
170.,169.,151.,LiteDB,Document,1.56,-0.06,-0.13,https://db-engines.com/en/system/LiteDB,
171.,187.,246.,Milvus,Vector,1.50,+0.16,+0.88,https://db-engines.com/en/system/Milvus,
172.,170.,163.,DataEase,Relational,1.50,-0.08,+0.02,https://db-engines.com/en/system/DataEase,
173.,178.,168.,Cubrid,Relational,1.50,+0.03,+0.06,https://db-engines.com/en/system/Cubrid,
174.,180.,197.,D3,Multivalue,1.49,+0.05,+0.39,https://db-engines.com/en/system/D3,
175.,194.,207.,VictoriaMetrics,Time Series,1.48,+0.20,+0.50,https://db-engines.com/en/system/VictoriaMetrics,
176.,174.,147.,Apache Kylin,Relational,1.46,-0.08,-0.28,https://db-engines.com/en/system/Apache+Kylin,
177.,165.,170.,Giraph,Graph,1.44,-0.27,+0.06,https://db-engines.com/en/system/Giraph,
178.,164.,162.,GT.M,Key-value,1.43,-0.31,-0.06,https://db-engines.com/en/system/GT.M,
179.,175.,152.,ObjectBox,"Object oriented, Multi-model",1.37,-0.18,-0.30,https://db-engines.com/en/system/ObjectBox,"Object oriented DBMS,Time Series DBMS"
180.,182.,164.,HFSQL,Relational,1.37,-0.06,-0.11,https://db-engines.com/en/system/HFSQL,
181.,205.,202.,Meilisearch,Search engine,1.35,+0.16,+0.30,https://db-engines.com/en/system/Meilisearch,
182.,173.,188.,MatrixOne,Relational,1.34,-0.21,+0.15,https://db-engines.com/en/system/MatrixOne,
183.,177.,179.,Perst,Object oriented,1.31,-0.18,+0.03,https://db-engines.com/en/system/Perst,
184.,179.,159.,GBase,Relational,1.29,-0.15,-0.20,https://db-engines.com/en/system/GBase,
185.,184.,160.,Oracle Rdb,Relational,1.29,-0.10,-0.20,https://db-engines.com/en/system/Oracle+Rdb,
186.,185.,177.,GigaSpaces,Multi-model,1.29,-0.09,-0.01,https://db-engines.com/en/system/GigaSpaces,"Document store,Object oriented DBMS,Graph DBMS,Search engine"
187.,197.,,Vitess,"Relational, Multi-model",1.27,+0.02,,https://db-engines.com/en/system/Vitess,"Relational DBMS,Document store,Spatial DBMS"
188.,189.,234.,Northgate Reality,Multivalue,1.26,-0.06,+0.49,https://db-engines.com/en/system/Northgate+Reality,
189.,181.,165.,SQL.JS,Relational,1.26,-0.18,-0.20,https://db-engines.com/en/system/SQL.JS,
190.,183.,192.,EventStoreDB,Event,1.25,-0.17,+0.12,https://db-engines.com/en/system/EventStoreDB,
191.,193.,182.,HPE Ezmeral Data Fabric,Multi-model,1.24,-0.07,-0.02,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
192.,204.,167.,AllegroGraph,Multi-model,1.20,+0.00,-0.24,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Spatial DBMS"
193.,196.,224.,M3DB,Time Series,1.20,-0.07,+0.37,https://db-engines.com/en/system/M3DB,
194.,186.,176.,Apache HAWQ,Relational,1.19,-0.17,-0.11,https://db-engines.com/en/system/Apache+HAWQ,
195.,220.,,StarRocks,Relational,1.15,+0.14,,https://db-engines.com/en/system/StarRocks,
196.,208.,203.,solidDB,Relational,1.14,-0.02,+0.09,https://db-engines.com/en/system/solidDB,
197.,195.,190.,NuoDB,Relational,1.14,-0.13,-0.02,https://db-engines.com/en/system/NuoDB,
198.,203.,178.,NCache,"Key-value, Multi-model",1.14,-0.06,-0.16,https://db-engines.com/en/system/NCache,"Key-value store,Document store,Search engine"
199.,192.,199.,openGauss,"Relational, Multi-model",1.14,-0.17,+0.07,https://db-engines.com/en/system/openGauss,"Relational DBMS,Document store,Spatial DBMS"
200.,188.,174.,1010data,Relational,1.14,-0.19,-0.17,https://db-engines.com/en/system/1010data,
201.,206.,236.,Apache IoTDB,Time Series,1.12,-0.06,+0.39,https://db-engines.com/en/system/Apache+IoTDB,
202.,227.,306.,Qdrant,Vector,1.12,+0.16,+0.84,https://db-engines.com/en/system/Qdrant,
203.,210.,172.,Model 204,Multivalue,1.11,-0.02,-0.22,https://db-engines.com/en/system/Model+204,
204.,191.,175.,ZODB,Key-value,1.11,-0.20,-0.20,https://db-engines.com/en/system/ZODB,
205.,207.,200.,BigchainDB,Document,1.10,-0.07,+0.03,https://db-engines.com/en/system/BigchainDB,
206.,216.,308.,SurrealDB,Multi-model,1.10,+0.05,+0.84,https://db-engines.com/en/system/SurrealDB,"Document store,Graph DBMS"
207.,198.,204.,Xapian,Search engine,1.09,-0.16,+0.04,https://db-engines.com/en/system/Xapian,
208.,199.,195.,DBISAM,Relational,1.08,-0.16,-0.03,https://db-engines.com/en/system/DBISAM,
