id,category_label,Multi_model_info,DBMS,DBMS_insitelink,has_open_source_github_repo,has_company,github_repo_link,Score_Nov-2022,Rank_Nov-2022,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Wide column
305.,Search engine,Search engine,Qdrant,https://db-engines.com/en/system/Qdrant,Y,,qdrant/qdrant,0.,306.,qdrant,qdrant,Qdrant,2021.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
306.,Relational,Relational DBMS,Tibco ComputeDB,https://db-engines.com/en/system/Tibco+ComputeDB,Y_NotGitHub-release_community.tibco.com/s/article/TIBCO-Graph-Database-Releases,Y,-,0.,307.,-,-,TIBCO Software Inc.,2015.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
307.,Document,"Document store,Graph DBMS",SurrealDB,https://db-engines.com/en/system/SurrealDB,Y,,surrealdb/surrealdb,0.,308.,surrealdb,surrealdb,SurrealDB Ltd,2022.,,Y,N,0.,1.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
308.,Key-value,"Key-value store,Relational DBMS",LeanXcale,https://db-engines.com/en/system/LeanXcale,N,,,0.,309.,-,-,LeanXcale,2015.,,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
309.,Time Series,Time Series DBMS,Heroic,https://db-engines.com/en/system/Heroic,Y_archivedas_spotify/heroic,N,spotify/heroic,0.,310.,spotify,heroic,Spotify,2014.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
310.,Key-value,Key-value store,Speedb,https://db-engines.com/en/system/Speedb,N,,,0.,311.,-,-,Speedb,2020.,,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
311.,Key-value,Key-value store,Elliptics,https://db-engines.com/en/system/Elliptics,Y,,reverbrain/elliptics,0.,312.,reverbrain,elliptics,,2009.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
312.,RDF,RDF store,Mulgara,https://db-engines.com/en/system/Mulgara,Y,,quoll/mulgara,0.,313.,quoll,mulgara,,2006.,2012.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
313.,Relational,Relational DBMS,Transbase,https://db-engines.com/en/system/Transbase,N,,,0.,314.,-,-,Transaction Software GmbH,1987.,2020.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
314.,Graph,"Graph DBMS,RDF store",RDFox,https://db-engines.com/en/system/RDFox,N,,,0.,315.,-,-,,2017.,2021.,N,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
315.,Time Series,Time Series DBMS,SiteWhere,https://db-engines.com/en/system/SiteWhere,Y,,sitewhere/sitewhere,0.,316.,sitewhere,sitewhere,SiteWhere,2010.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
316.,Relational,Relational DBMS,Transwarp KunDB,https://db-engines.com/en/system/Transwarp+KunDB,N,,,0.,317.,-,-,Transwarp,,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
317.,Key-value,"Key-value store,Relational DBMS",Immudb,https://db-engines.com/en/system/Immudb,Y,,codenotary/immudb,0.,318.,codenotary,immudb,Codenotary,2020.,2022.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
318.,Time Series,Time Series DBMS,Hawkular Metrics,https://db-engines.com/en/system/Hawkular+Metrics,Y,,hawkular/hawkular-metrics,0.,319.,hawkular,hawkular-metrics,Community supported by Red Hat,2014.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
319.,Relational,Relational DBMS,FeatureBase,https://db-engines.com/en/system/FeatureBase,N,,,0.,320.,-,-,Molecula and Pilosa Open Source Contributors,2017.,2022.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
320.,Search engine,Search engine,Typesense,https://db-engines.com/en/system/Typesense,Y,,typesense/typesense,0.,321.,typesense,typesense,,2015.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
321.,Document,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS",Bangdb,https://db-engines.com/en/system/Bangdb,Y,,sachin-sinha/BangDB,0.,322.,sachin-sinha,BangDB,"Sachin Sinha, BangDB",2012.,2021.,Y,N,0.,1.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,1.,0.
322.,Document,"Document store,Graph DBMS,Key-value store,Time Series DBMS",ArcadeDB,https://db-engines.com/en/system/ArcadeDB,Y,,ArcadeData/arcadedb,0.,323.,ArcadeData,arcadedb,Arcade Data,2021.,2021.,Y,N,0.,1.,0.,1.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
323.,Time Series,Time Series DBMS,Quasardb,https://db-engines.com/en/system/Quasardb,N,,,0.,324.,-,-,quasardb,2009.,2022.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
324.,Key-value,Key-value store,Kyoto Tycoon,https://db-engines.com/en/system/Kyoto+Tycoon,Y,,AlticeLabsProjects/kyoto,0.,325.,AlticeLabsProjects,kyoto,,2009.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
325.,Relational,Relational DBMS,EsgynDB,https://db-engines.com/en/system/EsgynDB,N,,,0.,326.,-,-,Esgyn,2015.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
326.,Object oriented,Object oriented DBMS,Eloquera,https://db-engines.com/en/system/Eloquera,N,,,0.,327.,-,-,,2008.,2014.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
327.,Time Series,Time Series DBMS,Machbase,https://db-engines.com/en/system/Machbase,N,,,0.,327.,-,-,Machbase,2013.,2021.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
328.,Document,"Document store,Object oriented DBMS",OrigoDB,https://db-engines.com/en/system/OrigoDB,Y,,DevrexLabs/OrigoDB,0.,327.,DevrexLabs,OrigoDB,Robert Friberg et al,2009.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
329.,Document,Document store,RaptorDB,https://db-engines.com/en/system/RaptorDB,Y,,mgholam/RaptorDB-Document,0.,327.,mgholam,RaptorDB-Document,,,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
330.,Document,Document store,WhiteDB,https://db-engines.com/en/system/WhiteDB,Y,,priitj/whitedb,0.,327.,priitj,whitedb,,2008.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
331.,Key-value,Key-value store,LedisDB,https://db-engines.com/en/system/LedisDB,Y,,ledisdb/ledisdb,0.,332.,ledisdb,ledisdb,,2014.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
332.,Key-value,"Key-value store,Relational DBMS",Faircom DB,https://db-engines.com/en/system/Faircom+DB,N,,,0.,333.,-,-,FairCom Corporation,1979.,2020.,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
333.,Graph,Graph DBMS,Sparksee,https://db-engines.com/en/system/Sparksee,N,,,0.,334.,-,-,,2008.,2021.,N,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
334.,Spatial DBMS,"Spatial DBMS,Relational DBMS",H2GIS,https://db-engines.com/en/system/H2GIS,Y,,orbisgis/h2gis,0.,335.,orbisgis,h2gis,CNRS,2013.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
335.,Relational,Relational DBMS,ActorDB,https://db-engines.com/en/system/ActorDB,Y,,biokoda/actordb,0.,336.,biokoda,actordb,,2014.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
336.,Relational,Relational DBMS,BigObject,https://db-engines.com/en/system/BigObject,N,,,0.,336.,-,-,"BigObject, Inc.",2015.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
337.,Time Series,Time Series DBMS,Blueflood,https://db-engines.com/en/system/Blueflood,Y,,rackerlabs/blueflood,0.,336.,rackerlabs,blueflood,Rackspace,2013.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
338.,RDF,RDF store,BrightstarDB,https://db-engines.com/en/system/BrightstarDB,Y,,BrightstarDB/BrightstarDB,0.,336.,BrightstarDB,BrightstarDB,,2012.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
339.,Search engine,Search engine,Exorbyte,https://db-engines.com/en/system/Exorbyte,N,,,0.,336.,-,-,,2000.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
340.,Key-value,Key-value store,STSdb,https://db-engines.com/en/system/STSdb,Y,,STSSoft/STSdb4,0.,336.,STSSoft,STSdb4,STS Soft SC,2011.,2015.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
341.,Key-value,Key-value store,TerarkDB,https://db-engines.com/en/system/TerarkDB,N,,,0.,336.,-,-,Terark,2016.,,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
342.,Key-value,Key-value store,TomP2P,https://db-engines.com/en/system/TomP2P,Y,,tomp2p/TomP2P,0.,336.,tomp2p,TomP2P,,2004.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
343.,Graph,"Graph DBMS,Object oriented DBMS",VelocityDB,https://db-engines.com/en/system/VelocityDB,N,,,0.,336.,-,-,VelocityDB Inc,2011.,,N,N,0.,0.,0.,1.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
344.,Document,Document store,XTDB,https://db-engines.com/en/system/XTDB,Y,,xtdb/xtdb,0.,336.,xtdb,xtdb,Juxt Ltd.,2019.,2021.,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
345.,Graph,Graph DBMS,HGraphDB,https://db-engines.com/en/system/HGraphDB,Y,,rayokota/hgraphdb,0.,346.,rayokota,hgraphdb,,2016.,,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
346.,Time Series,Time Series DBMS,Warp 10,https://db-engines.com/en/system/Warp+10,Y,,senx/warp10-platform,0.,347.,senx,warp10-platform,SenX,2015.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
347.,RDF,RDF store,Dydra,https://db-engines.com/en/system/Dydra,N,,,0.,348.,-,-,,2010.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
348.,Relational,"Relational DBMS,Document store,Spatial DBMS",Fujitsu Enterprise Postgres,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,N,,,0.,349.,-,-,"PostgreSQL Global Development Group, Fujitsu Australia Software Technology",,2022.,N,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
349.,Object oriented,Object oriented DBMS,Siaqodb,https://db-engines.com/en/system/Siaqodb,N,,,0.,350.,-,-,,,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
350.,Relational,"Relational DBMS,Spatial DBMS",Linter,https://db-engines.com/en/system/Linter,N,,,0.,351.,-,-,relex.ru/en,1990.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
351.,Relational,Relational DBMS,Edge Intelligence,https://db-engines.com/en/system/Edge+Intelligence,N,,,0.,352.,-,-,,2012.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
352.,Key-value,Key-value store,HyperLevelDB,https://db-engines.com/en/system/HyperLevelDB,Y,,rescrv/HyperLevelDB,0.,352.,rescrv,HyperLevelDB,,2010.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
353.,Document,Document store,iBoxDB,https://db-engines.com/en/system/iBoxDB,Y,,iboxdb/ftserver,0.,352.,iboxdb,ftserver,,2013.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
354.,Time Series,Time Series DBMS,IRONdb,https://db-engines.com/en/system/IRONdb,N,,,0.,352.,-,-,Circonus LLC.,2017.,2018.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
355.,Relational,Relational DBMS,JethroData,https://db-engines.com/en/system/JethroData,N,,,0.,352.,-,-,JethroData,2013.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
356.,Document,Document store,NosDB,https://db-engines.com/en/system/NosDB,Y,,Alachisoft/NosDB,0.,352.,Alachisoft,NosDB,Alachisoft,2016.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
357.,Document,Document store,SenseiDB,https://db-engines.com/en/system/SenseiDB,Y_archivedas_LinkedInAttic/sensei,N,LinkedInAttic/sensei,0.,352.,LinkedInAttic,sensei,,2010.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
358.,Time Series,Time Series DBMS,SiriDB,https://db-engines.com/en/system/SiriDB,Y,,SiriDB/siridb-server,0.,352.,SiriDB,siridb-server,Cesbit,2017.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
359.,Document,Document store,ToroDB,https://db-engines.com/en/system/ToroDB,Y,,torodb/server,0.,352.,torodb,server,8Kdata,2016.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
360.,Key-value,Key-value store,Upscaledb,https://db-engines.com/en/system/Upscaledb,Y,,cruppstahl/upscaledb,0.,352.,cruppstahl,upscaledb,,2007.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
361.,Relational,Relational DBMS,SmallSQL,https://db-engines.com/en/system/SmallSQL,Y,,CptTZ/SmallSQL,0.,362.,CptTZ,SmallSQL,,2005.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
362.,Key-value,Key-value store,ScaleOut StateServer,https://db-engines.com/en/system/ScaleOut+StateServer,N,,,0.,363.,-,-,,2005.,,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
363.,Key-value,Key-value store,Badger,https://db-engines.com/en/system/Badger,Y,,dgraph-io/badger,0.,364.,dgraph-io,badger,DGraph Labs,2017.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
364.,RDF,RDF store,SparkleDB,https://db-engines.com/en/system/SparkleDB,N,,,0.,365.,-,-,,2012.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
365.,Time Series,Time Series DBMS,Alibaba Cloud TSDB,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,N,,,0.,366.,-,-,Alibaba,,,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
366.,Key-value,Key-value store,Resin Cache,https://db-engines.com/en/system/Resin+Cache,Y,,dlitz/resin,0.,367.,dlitz,resin,,1998.,2020.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
367.,Relational,Relational DBMS,OushuDB,https://db-engines.com/en/system/OushuDB,N,,,0.,368.,-,-,Oushu,,2020.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
368.,Wide column,"Wide column store,Time Series DBMS",SWC-DB,https://db-engines.com/en/system/SWC-DB,Y,,kashirin-alex/swc-db,0.,369.,kashirin-alex,swc-db,Alex Kashirin,2020.,2021.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,1.
369.,Graph,"Graph DBMS,Relational DBMS",AgensGraph,https://db-engines.com/en/system/AgensGraph,Y,Y,bitnine-oss/agensgraph,0.,370.,bitnine-oss,agensgraph,Bitnine Global Inc.,2016.,2018.,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
370.,Graph,Graph DBMS,Galaxybase,https://db-engines.com/en/system/Galaxybase,N,,,0.,371.,-,-,"Chuanglin(Createlink) Technology Co., Ltd 浙江创邻科技有限公司",2017.,2021.,N,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
371.,Key-value,"Key-value store,Relational DBMS",Faircom EDGE,https://db-engines.com/en/system/Faircom+EDGE,N,,,0.,372.,-,-,FairCom Corporation,1979.,2020.,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
372.,Relational,Relational DBMS,Sadas Engine,https://db-engines.com/en/system/Sadas+Engine,N,,,0.,373.,-,-,SADAS s.r.l.,2006.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
373.,Object oriented,Object oriented DBMS,WakandaDB,https://db-engines.com/en/system/WakandaDB,N_commercial,Y,-,0.,374.,-,-,Wakanda SAS,2012.,2019.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
374.,Key-value,Key-value store,JaguarDB,https://db-engines.com/en/system/JaguarDB,Y,Y,datajaguar/jaguardb,0.,375.,datajaguar,jaguardb,"DataJaguar, Inc.",2015.,2018.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
375.,Key-value,Key-value store,SwayDB,https://db-engines.com/en/system/SwayDB,Y,,simerplaha/SwayDB,0.,376.,simerplaha,SwayDB,Simer Plaha,2018.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
376.,Key-value,Key-value store,BergDB,https://db-engines.com/en/system/BergDB,Y,,bergdb/bergdb,0.,377.,bergdb,bergdb,,2013.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
377.,Key-value,Key-value store,Cachelot.io,https://db-engines.com/en/system/Cachelot.io,Y,,cachelot/cachelot,0.,377.,cachelot,cachelot,,2015.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
378.,Document,"Document store,Key-value store",CortexDB,https://db-engines.com/en/system/CortexDB,N,,,0.,377.,-,-,,2014.,,N,N,0.,1.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
379.,Relational,Relational DBMS,CovenantSQL,https://db-engines.com/en/system/CovenantSQL,Y,,CovenantSQL/CovenantSQL,0.,377.,CovenantSQL,CovenantSQL,,2018.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
380.,Relational,Relational DBMS,DaggerDB,https://db-engines.com/en/system/DaggerDB,N,,,0.,377.,-,-,,2014.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
381.,Relational,Relational DBMS,EdgelessDB,https://db-engines.com/en/system/EdgelessDB,Y,,edgelesssys/edgelessdb,0.,377.,edgelesssys,edgelessdb,Edgeless Systems,2021.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
382.,Key-value,Key-value store,Helium,https://db-engines.com/en/system/Helium,N,,,0.,377.,-,-,Levyx Inc.,2013.,,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
383.,Search engine,Search engine,Indica,https://db-engines.com/en/system/Indica,N,,,0.,377.,-,-,,2014.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
384.,Key-value,Key-value store,InfinityDB,https://db-engines.com/en/system/InfinityDB,N,,,0.,377.,-,-,Boiler Bay Inc.,2002.,,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
385.,Document,Document store,JasDB,https://db-engines.com/en/system/JasDB,Y,,oberasoftware/jasdb,0.,377.,oberasoftware,jasdb,,2014.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
386.,Relational,Relational DBMS,K-DB,https://db-engines.com/en/system/K-DB,N,,,0.,377.,-,-,Inspur Group,,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
387.,Time Series,Time Series DBMS,Newts,https://db-engines.com/en/system/Newts,Y,,OpenNMS/newts,0.,377.,OpenNMS,newts,OpenNMS Group,2014.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
388.,Time Series,Time Series DBMS,NSDb,https://db-engines.com/en/system/NSDb,Y,,radicalbit/NSDb,0.,377.,radicalbit,NSDb,,2017.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
389.,Search engine,"Search engine,Time Series DBMS",Rizhiyi,https://db-engines.com/en/system/Rizhiyi,N,,,0.,377.,-,-,Rizhiyi,2014.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.
390.,Native XML,"Native XML DBMS,Search engine",searchxml,https://db-engines.com/en/system/searchxml,N,,,0.,377.,-,-,informationpartners gmbh,2015.,,N,N,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,1.,0.,0.,0.
391.,Spatial DBMS,"Spatial DBMS,Relational DBMS",SpaceTime,https://db-engines.com/en/system/SpaceTime,N,,-,0.,377.,-,-,Mireo,2020.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
392.,Key-value,Key-value store,Tkrzw,https://db-engines.com/en/system/Tkrzw,Y,,estraier/tkrzw,0.,377.,estraier,tkrzw,Mikio Hirabayashi,2020.,2020.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
393.,Relational,"Relational DBMS,Search engine",Transwarp ArgoDB,https://db-engines.com/en/system/Transwarp+ArgoDB,N,,,0.,377.,-,-,Transwarp,,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,1.,0.,0.,0.
394.,Graph,Graph DBMS,Transwarp StellarDB,https://db-engines.com/en/system/Transwarp+StellarDB,N,,,0.,377.,-,-,Transwarp,,,N,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
395.,Relational,Relational DBMS,Yaacomo,https://db-engines.com/en/system/Yaacomo,N,,,0.,377.,-,-,Q2WEB GmbH,2009.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
396.,Time Series,Time Series DBMS,Yanza,https://db-engines.com/en/system/Yanza,N,,,0.,377.,-,-,Yanza,2015.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
